RecommendationID,ProductID,MaterialID,RankingScore,CO2ImpactIndex,CostEfficiencyIndex,MaterialSuitabilityScore,RecommendationReason,MaterialName,MaterialType,StrengthRating,WeightCapacity_KG,BiodegradabilityScore,BiodegradationTime_Months,CO2_Emissions_KG_Per_Ton,RecyclabilityPercentage,CostPerKG_USD,Durability_Months,ChemicalResistance,MoistureBarrier,OxygenBarrier,CompostableStatus,SupplierAvailability,CompatibleProducts,ScaleRating,InnovationLevel,RegulationCompliance,ProductName,ProductCategory,Weight_KG,RequiredStrength_Level,FragilityLevel,MoistureRequired,OxygenSensitivity,ShippingDistance_KM,ShelfLife_Months,PreferredBiodegradable,PreferredRecyclable,MaxBudgetPerUnit_USD,strength_gap,moisture_gap,oxygen_gap,estimated_cost_per_unit_usd,budget_gap,estimated_co2_per_unit_kg,is_strength_insufficient,is_moisture_insufficient,is_oxygen_insufficient,is_over_budget,preference_alignment
3738,748,19,83.73,98.73,84.96,71.56,Meets strength requirements; Satisfies barrier needs; High recyclability,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Sunfeast Monaco Masala Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1300,12.0,1,1,0.28,7.0,6.0,7.0,0.3,-0.019999999999999962,0.05,0,0,0,1,1.0
3739,748,13,80.08,86.84,94.69,64.06,Meets strength requirements; Satisfies barrier needs; Cost within budget,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Sunfeast Monaco Masala Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1300,12.0,1,1,0.28,5.0,4.0,3.0,0.1625,0.11750000000000002,0.1675,0,0,0,0,1.0
3740,748,40,77.78,79.75,79.65,74.9,Meets strength requirements; Satisfies barrier needs; High recyclability,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Sunfeast Monaco Masala Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,1300,12.0,1,1,0.28,7.0,7.0,7.0,0.375,-0.09499999999999997,0.2375,0,0,0,1,1.0
3741,749,15,88.93,90.35,100.0,79.56,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Ashirvaad Instant Upma Mix 100g,Ready-to-Eat,0.1,3,2,4,4,900,9.0,1,1,0.22,6.0,4.0,3.0,0.034999999999999996,0.185,0.05310000000000001,0,0,0,0,1.0
3742,749,19,87.86,98.73,84.96,81.89,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Ashirvaad Instant Upma Mix 100g,Ready-to-Eat,0.1,3,2,4,4,900,9.0,1,1,0.22,7.0,5.0,6.0,0.12,0.1,0.020000000000000004,0,0,0,0,1.0
3743,749,1,84.95,86.08,98.23,74.15,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Ashirvaad Instant Upma Mix 100g,Ready-to-Eat,0.1,3,2,4,4,900,9.0,1,1,0.22,5.0,4.0,3.0,0.045000000000000005,0.175,0.06999999999999999,0,0,0,0,1.0
3744,749,40,80.8,79.75,79.65,82.47,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Ashirvaad Instant Upma Mix 100g,Ready-to-Eat,0.1,3,2,4,4,900,9.0,1,1,0.22,7.0,6.0,6.0,0.15000000000000002,0.06999999999999998,0.095,0,0,0,0,1.0
3745,749,13,80.76,86.84,94.69,65.75,Meets strength requirements; Satisfies barrier needs; Cost within budget,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Ashirvaad Instant Upma Mix 100g,Ready-to-Eat,0.1,3,2,4,4,900,9.0,1,1,0.22,5.0,3.0,2.0,0.065,0.155,0.067,0,0,0,0,1.0
3746,750,15,88.93,90.35,100.0,79.56,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Ashirvaad Instant Poha Mix 100g,Ready-to-Eat,0.1,3,2,4,4,950,9.0,1,1,0.22,6.0,4.0,3.0,0.034999999999999996,0.185,0.05310000000000001,0,0,0,0,1.0
3747,750,19,87.86,98.73,84.96,81.89,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Ashirvaad Instant Poha Mix 100g,Ready-to-Eat,0.1,3,2,4,4,950,9.0,1,1,0.22,7.0,5.0,6.0,0.12,0.1,0.020000000000000004,0,0,0,0,1.0
3748,750,1,84.95,86.08,98.23,74.15,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Ashirvaad Instant Poha Mix 100g,Ready-to-Eat,0.1,3,2,4,4,950,9.0,1,1,0.22,5.0,4.0,3.0,0.045000000000000005,0.175,0.06999999999999999,0,0,0,0,1.0
3749,750,40,80.8,79.75,79.65,82.47,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Ashirvaad Instant Poha Mix 100g,Ready-to-Eat,0.1,3,2,4,4,950,9.0,1,1,0.22,7.0,6.0,6.0,0.15000000000000002,0.06999999999999998,0.095,0,0,0,0,1.0
3750,750,13,80.76,86.84,94.69,65.75,Meets strength requirements; Satisfies barrier needs; Cost within budget,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Ashirvaad Instant Poha Mix 100g,Ready-to-Eat,0.1,3,2,4,4,950,9.0,1,1,0.22,5.0,3.0,2.0,0.065,0.155,0.067,0,0,0,0,1.0
3751,751,15,88.93,90.35,100.0,79.56,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Ashirvaad Instant Rava Dosa Mix 100g,Ready-to-Eat,0.1,3,2,4,4,1000,9.0,1,1,0.25,6.0,4.0,3.0,0.034999999999999996,0.215,0.05310000000000001,0,0,0,0,1.0
3752,751,19,88.38,98.73,84.96,83.18,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Ashirvaad Instant Rava Dosa Mix 100g,Ready-to-Eat,0.1,3,2,4,4,1000,9.0,1,1,0.25,7.0,5.0,6.0,0.12,0.13,0.020000000000000004,0,0,0,0,1.0
3753,751,1,85.01,86.08,98.23,74.3,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Ashirvaad Instant Rava Dosa Mix 100g,Ready-to-Eat,0.1,3,2,4,4,1000,9.0,1,1,0.25,5.0,4.0,3.0,0.045000000000000005,0.205,0.06999999999999999,0,0,0,0,1.0
3754,751,40,81.5,79.75,79.65,84.2,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Ashirvaad Instant Rava Dosa Mix 100g,Ready-to-Eat,0.1,3,2,4,4,1000,9.0,1,1,0.25,7.0,6.0,6.0,0.15000000000000002,0.09999999999999998,0.095,0,0,0,0,1.0
3755,751,13,80.94,86.84,94.69,66.2,Meets strength requirements; Satisfies barrier needs; Cost within budget,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Ashirvaad Instant Rava Dosa Mix 100g,Ready-to-Eat,0.1,3,2,4,4,1000,9.0,1,1,0.25,5.0,3.0,2.0,0.065,0.185,0.067,0,0,0,0,1.0
3756,752,19,88.56,98.73,84.96,83.64,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Yippee! Pasta Loop Surprise 70g,Ready-to-Eat,0.07,4,2,5,4,1400,6.0,1,1,0.2,6.0,4.0,6.0,0.084,0.116,0.014000000000000002,0,0,0,0,1.0
3757,752,15,88.16,90.35,100.0,77.63,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Yippee! Pasta Loop Surprise 70g,Ready-to-Eat,0.07,4,2,5,4,1400,6.0,1,1,0.2,5.0,3.0,3.0,0.0245,0.17550000000000002,0.03717000000000001,0,0,0,0,1.0
3758,752,1,84.06,86.08,98.23,71.91,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Yippee! Pasta Loop Surprise 70g,Ready-to-Eat,0.07,4,2,5,4,1400,6.0,1,1,0.2,4.0,3.0,3.0,0.03150000000000001,0.1685,0.049,0,0,0,0,1.0
3759,752,40,82.11,79.75,79.65,85.73,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Yippee! Pasta Loop Surprise 70g,Ready-to-Eat,0.07,4,2,5,4,1400,6.0,1,1,0.2,6.0,5.0,6.0,0.10500000000000001,0.095,0.0665,0,0,0,0,1.0
3760,752,13,79.82,86.84,94.69,63.41,Meets strength requirements; Cost within budget; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Yippee! Pasta Loop Surprise 70g,Ready-to-Eat,0.07,4,2,5,4,1400,6.0,1,1,0.2,4.0,2.0,2.0,0.045500000000000006,0.1545,0.046900000000000004,0,0,0,0,1.0
3761,753,19,88.56,98.73,84.96,83.64,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Yippee! Pasta Penne Surprise 70g,Ready-to-Eat,0.07,4,2,5,4,1450,6.0,1,1,0.2,6.0,4.0,6.0,0.084,0.116,0.014000000000000002,0,0,0,0,1.0
3762,753,15,88.16,90.35,100.0,77.63,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Yippee! Pasta Penne Surprise 70g,Ready-to-Eat,0.07,4,2,5,4,1450,6.0,1,1,0.2,5.0,3.0,3.0,0.0245,0.17550000000000002,0.03717000000000001,0,0,0,0,1.0
3763,753,1,84.06,86.08,98.23,71.91,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Yippee! Pasta Penne Surprise 70g,Ready-to-Eat,0.07,4,2,5,4,1450,6.0,1,1,0.2,4.0,3.0,3.0,0.03150000000000001,0.1685,0.049,0,0,0,0,1.0
3764,753,40,82.11,79.75,79.65,85.73,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Yippee! Pasta Penne Surprise 70g,Ready-to-Eat,0.07,4,2,5,4,1450,6.0,1,1,0.2,6.0,5.0,6.0,0.10500000000000001,0.095,0.0665,0,0,0,0,1.0
3765,753,13,79.82,86.84,94.69,63.41,Meets strength requirements; Cost within budget; Biodegradable option,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Yippee! Pasta Penne Surprise 70g,Ready-to-Eat,0.07,4,2,5,4,1450,6.0,1,1,0.2,4.0,2.0,2.0,0.045500000000000006,0.1545,0.046900000000000004,0,0,0,0,1.0
3766,754,15,89.36,90.35,100.0,80.63,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Sunfeast Dark Fantasy Creme Filled Biscuits 75g,Bakery & Snacks,0.075,3,3,4,3,1500,9.0,1,1,0.25,6.0,4.0,4.0,0.02625,0.22375,0.039825,0,0,0,0,1.0
3767,754,19,89.26,98.73,84.96,85.39,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Sunfeast Dark Fantasy Creme Filled Biscuits 75g,Bakery & Snacks,0.075,3,3,4,3,1500,9.0,1,1,0.25,7.0,5.0,7.0,0.09,0.16,0.015,0,0,0,0,1.0
3768,754,1,85.55,86.08,98.23,75.63,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Sunfeast Dark Fantasy Creme Filled Biscuits 75g,Bakery & Snacks,0.075,3,3,4,3,1500,9.0,1,1,0.25,5.0,4.0,4.0,0.03375,0.21625,0.0525,0,0,0,0,1.0
3769,754,40,82.69,79.75,79.65,87.19,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Sunfeast Dark Fantasy Creme Filled Biscuits 75g,Bakery & Snacks,0.075,3,3,4,3,1500,9.0,1,1,0.25,7.0,6.0,7.0,0.11249999999999999,0.1375,0.07125,0,0,0,0,1.0
3770,754,13,81.82,86.84,94.69,68.41,Meets strength requirements; Satisfies barrier needs; Cost within budget,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Sunfeast Dark Fantasy Creme Filled Biscuits 75g,Bakery & Snacks,0.075,3,3,4,3,1500,9.0,1,1,0.25,5.0,3.0,3.0,0.04875,0.20124999999999998,0.05025,0,0,0,0,1.0
3771,755,19,89.13,98.73,84.96,85.05,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Sunfeast Dark Fantasy Choco Fills Cookies 300g,Bakery & Snacks,0.3,4,3,4,3,1550,9.0,1,1,0.95,6.0,5.0,7.0,0.36,0.59,0.06,0,0,0,0,1.0
3772,755,15,89.12,90.35,100.0,80.03,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Sunfeast Dark Fantasy Choco Fills Cookies 300g,Bakery & Snacks,0.3,4,3,4,3,1550,9.0,1,1,0.95,5.0,4.0,4.0,0.105,0.845,0.1593,0,0,0,0,1.0
3773,755,1,85.05,86.08,98.23,74.4,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Sunfeast Dark Fantasy Choco Fills Cookies 300g,Bakery & Snacks,0.3,4,3,4,3,1550,9.0,1,1,0.95,4.0,4.0,4.0,0.135,0.815,0.21,0,0,0,0,1.0
3774,755,40,82.51,79.75,79.65,86.73,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Sunfeast Dark Fantasy Choco Fills Cookies 300g,Bakery & Snacks,0.3,4,3,4,3,1550,9.0,1,1,0.95,6.0,6.0,7.0,0.44999999999999996,0.5,0.285,0,0,0,0,1.0
3775,755,13,81.3,86.84,94.69,67.1,Meets strength requirements; Satisfies barrier needs; Cost within budget,FSC-Certified Paperboard,Paper/Cardboard,8.0,45.0,85.0,4.0,670.0,88.0,0.65,20.0,7.0,7.0,6.0,Home/Industrial,High,"General, Electronics, Food",9.0,4.0,"EU, FDA",Sunfeast Dark Fantasy Choco Fills Cookies 300g,Bakery & Snacks,0.3,4,3,4,3,1550,9.0,1,1,0.95,4.0,3.0,3.0,0.195,0.7549999999999999,0.201,0,0,0,0,1.0
3776,756,15,85.86,90.35,100.0,71.88,Meets strength requirements; Satisfies barrier needs; Cost within budget,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Ashirvaad Ready Meals Hyderabadi Biryani 285g,Ready-to-Eat,0.285,4,3,6,6,1200,9.0,1,1,0.48,5.0,2.0,1.0,0.09974999999999999,0.38025,0.151335,0,0,0,0,1.0
3777,756,19,85.78,98.73,84.96,76.68,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Ashirvaad Ready Meals Hyderabadi Biryani 285g,Ready-to-Eat,0.285,4,3,6,6,1200,9.0,1,1,0.48,6.0,3.0,4.0,0.34199999999999997,0.138,0.056999999999999995,0,0,0,0,1.0
3778,756,1,81.48,86.08,98.23,65.46,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Ashirvaad Ready Meals Hyderabadi Biryani 285g,Ready-to-Eat,0.285,4,3,6,6,1200,9.0,1,1,0.48,4.0,2.0,1.0,0.12825,0.35175,0.19949999999999998,0,0,0,0,1.0
3779,756,40,78.88,79.75,79.65,77.66,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Ashirvaad Ready Meals Hyderabadi Biryani 285g,Ready-to-Eat,0.285,4,3,6,6,1200,9.0,1,1,0.48,6.0,4.0,4.0,0.4275,0.05249999999999999,0.27075,0,0,0,0,1.0
3780,756,4,76.37,82.94,89.38,61.69,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled PET (rPET),Plastic,8.0,25.0,20.0,1000.0,824.0,70.0,0.95,36.0,8.0,9.0,8.0,No,High,"Beverages, Food, General",9.0,4.0,"EU, FDA",Ashirvaad Ready Meals Hyderabadi Biryani 285g,Ready-to-Eat,0.285,4,3,6,6,1200,9.0,1,1,0.48,4.0,3.0,2.0,0.27075,0.20925,0.23483999999999997,0,0,0,0,1.0
3781,757,19,85.04,98.73,84.96,74.84,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Ashirvaad Ready Meals Methi Chicken 300g,Ready-to-Eat,0.3,4,3,7,6,1250,9.0,1,1,0.5,6.0,2.0,4.0,0.36,0.14,0.06,0,0,0,0,1.0
3782,757,15,84.52,90.35,100.0,68.55,Meets strength requirements; Cost within budget; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Ashirvaad Ready Meals Methi Chicken 300g,Ready-to-Eat,0.3,4,3,7,6,1250,9.0,1,1,0.5,5.0,1.0,1.0,0.105,0.395,0.1593,0,0,0,0,1.0
3783,757,1,80.13,86.08,98.23,62.11,Meets strength requirements; Cost within budget; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Ashirvaad Ready Meals Methi Chicken 300g,Ready-to-Eat,0.3,4,3,7,6,1250,9.0,1,1,0.5,4.0,1.0,1.0,0.135,0.365,0.21,0,0,0,0,1.0
3784,757,40,78.79,79.75,79.65,77.43,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Ashirvaad Ready Meals Methi Chicken 300g,Ready-to-Eat,0.3,4,3,7,6,1250,9.0,1,1,0.5,6.0,3.0,4.0,0.44999999999999996,0.050000000000000044,0.285,0,0,0,0,1.0
3785,757,4,75.66,82.94,89.38,59.9,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled PET (rPET),Plastic,8.0,25.0,20.0,1000.0,824.0,70.0,0.95,36.0,8.0,9.0,8.0,No,High,"Beverages, Food, General",9.0,4.0,"EU, FDA",Ashirvaad Ready Meals Methi Chicken 300g,Ready-to-Eat,0.3,4,3,7,6,1250,9.0,1,1,0.5,4.0,2.0,2.0,0.285,0.21500000000000002,0.24719999999999998,0,0,0,0,1.0
3786,758,19,84.77,98.73,84.96,74.15,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled Glass,Glass,10.0,100.0,5.0,1000.0,200.0,95.0,1.2,60.0,10.0,9.0,10.0,No,Medium,"Beverages, Spirits, Specialty",7.0,2.0,"EU, FDA",Ashirvaad Ready Meals Chicken Curry 300g,Ready-to-Eat,0.3,4,3,7,6,1300,9.0,1,1,0.48,6.0,2.0,4.0,0.36,0.12,0.06,0,0,0,0,1.0
3787,758,15,84.52,90.35,100.0,68.55,Meets strength requirements; Cost within budget; Biodegradable option,Corrugated Cardboard (Virgin),Paper/Cardboard,9.0,55.0,75.0,12.0,531.0,88.0,0.35,36.0,8.0,8.0,7.0,Industrial,High,"General, Heavy, Industrial",10.0,2.0,"EU, FDA",Ashirvaad Ready Meals Chicken Curry 300g,Ready-to-Eat,0.3,4,3,7,6,1300,9.0,1,1,0.48,5.0,1.0,1.0,0.105,0.375,0.1593,0,0,0,0,1.0
3788,758,1,80.1,86.08,98.23,62.02,Meets strength requirements; Cost within budget; Biodegradable option,Recycled Cardboard (rCardboard),Paper/Cardboard,8.0,50.0,90.0,3.0,700.0,85.0,0.45,24.0,7.0,8.0,7.0,Industrial,High,"General, Electronics, Food, Cosmetics",10.0,3.0,"EU, FDA",Ashirvaad Ready Meals Chicken Curry 300g,Ready-to-Eat,0.3,4,3,7,6,1300,9.0,1,1,0.48,4.0,1.0,1.0,0.135,0.345,0.21,0,0,0,0,1.0
3789,758,40,78.42,79.75,79.65,76.5,Meets strength requirements; Satisfies barrier needs; Cost within budget,Refillable Glass (Thickwall),Glass,10.0,120.0,5.0,1200.0,950.0,98.0,1.5,120.0,10.0,10.0,10.0,No,Medium,"Beverages, Cosmetics, Premium",6.0,3.0,"EU, FDA",Ashirvaad Ready Meals Chicken Curry 300g,Ready-to-Eat,0.3,4,3,7,6,1300,9.0,1,1,0.48,6.0,3.0,4.0,0.44999999999999996,0.030000000000000027,0.285,0,0,0,0,1.0
3790,758,4,75.46,82.94,89.38,59.41,Meets strength requirements; Satisfies barrier needs; Cost within budget,Recycled PET (rPET),Plastic,8.0,25.0,20.0,1000.0,824.0,70.0,0.95,36.0,8.0,9.0,8.0,No,High,"Beverages, Food, General",9.0,4.0,"EU, FDA",Ashirvaad Ready Meals Chicken Curry 300g,Ready-to-Eat,0.3,4,3,7,6,1300,9.0,1,1,0.48,4.0,2.0,2.0,0.285,0.195,0.24719999999999998,0,0,0,0,1.0
