Material,Product_Name,Shape,Product_Quantity,No_of_Units,Countries_Tags,Cost_Per_Unit_USD,Strength_MPa,Biodegradability,CO2_Emission,Recyclability,Moisture_Barrier,Sustainability_Score,Material_Suitability_Score,Cost_Efficiency_Index,AI_Recommendation,Z_Sustainability_Index,Predicted_Cost,Predicted_CO2,AI_Final_Recommendation,True_Label
Recycled Cardboard,Frozen Peas,Pouch,600,6,en:uk,0.08,33.0,94.4,1.42,83.8,3,50.42000000000001,100,8.877500000000001,Good Alternative,0.6977740639886015,0.07495000000000011,1.3101499999999973,Highly Recommended,Recommended
Virgin Plastic (PP),Frozen Peas,Pouch,1200,12,en:france,0.06,65.7,2.7,5.31,16.0,10,0.0,100,8.33,Avoid,-0.5117384574273527,0.060000000000000046,4.985849999999983,Not Recommended,Not Recommended
Virgin Plastic (PP),Soda Can,Can,1000,1,en:usa,0.03,75.8,3.4,5.58,12.0,10,0.0,100,8.877500000000001,Avoid,-0.5044279836748207,0.03355000000000001,5.180950000000012,Not Recommended,Not Recommended
Glass,Yogurt,Cup,250,1,en:france,0.36,91.9,0.0,2.09,81.7,10,15.89,100,1.61,Avoid,-0.38489700007827976,0.36059999999999953,2.1554499999999943,Not Recommended,Not Recommended
Bioplastic (PLA),Soda Can,Can,500,1,en:uk,0.44,50.4,89.0,1.81,54.7,8,45.49000000000001,100,1.65,Good Alternative,0.024284075211934687,0.4392999999999995,1.7899500000000002,Recommended,Recommended
Virgin Plastic (PP),Potato Chips,Bag,250,1,en:uk,0.06,78.5,2.8,5.06,24.8,10,0.0,100,8.33,Avoid,-0.4227868326057484,0.060000000000000046,4.738349999999998,Not Recommended,Not Recommended
Aluminum Foil/Can,Yogurt,Cup,3000,12,en:uk,0.14,21.8,0.0,8.48,91.0,10,0.0,100,2.14,Avoid,-0.2517437206304393,0.14395000000000033,8.559775000000007,Not Recommended,Not Recommended
Glass,Soda Can,Can,250,1,en:usa,0.29,97.7,0.0,2.63,86.1,10,14.07,100,1.97,Avoid,-0.3136442304740708,0.2933499999999992,2.422749999999997,Not Recommended,Not Recommended
Bioplastic (PLA),Sandwich,Wrapper,3000,12,en:uk,0.47,71.7,89.7,2.4,46.4,9,42.16,100,1.51,Good Alternative,-0.02137802305856213,0.4708499999999992,2.291949999999994,Not Recommended,Not Recommended
Bioplastic (PLA),Orange Juice,Bottle,500,1,en:india,0.32,72.5,92.0,2.24,57.4,9,46.08,100,2.28,Good Alternative,0.16658381583305087,0.3205500000000001,2.081500000000003,Recommended,Recommended
Recycled Cardboard,Biscuits,Box,100,1,en:uk,0.14,18.9,90.7,1.18,91.0,4,52.580000000000005,100,5.45,Good Alternative,0.5212573842394821,0.13960000000000033,1.1427000000000032,Highly Recommended,Recommended
Mushroom Mycelium,Soda Can,Can,7125,12,en:france,0.7,22.0,100.0,0.35,100.0,5,63.25,100,0.52,Technical Failure (Not Suitable),0.36030666462849137,0.6988500000000001,0.2663999999999999,Recommended,Recommended
Mushroom Mycelium,Soda Can,Can,6000,12,en:usa,0.77,10.5,100.0,0.16,100.0,5,64.2,100,0.48,Technical Failure (Not Suitable),0.3572839745596471,0.7651500000000007,0.17724999999999982,Recommended,Recommended
Glass,Soda Can,Can,1500,6,en:uk,0.3,98.2,0.0,2.56,98.8,10,16.96,100,1.95,Avoid,-0.18801541662109572,0.3024499999999994,2.392550000000001,Not Recommended,Not Recommended
Glass,Sandwich,Wrapper,1000,1,en:japan,0.34,95.6,0.0,2.79,88.1,10,13.670000000000002,100,1.67,Avoid,-0.3162923337246714,0.34175000000000144,2.6096500000000042,Not Recommended,Not Recommended
Mushroom Mycelium,Frozen Peas,Pouch,600,6,en:india,0.57,13.3,100.0,0.33,100.0,4,62.35,100,1.42,Good Alternative,0.3862898222709321,0.5798499999999985,0.24859999999999993,Recommended,Recommended
Recycled Cardboard,Sandwich,Wrapper,3000,6,en:usa,0.14,15.5,95.7,1.46,83.2,4,51.620000000000005,100,3.99,Good Alternative,0.37556845750951584,0.13690000000000024,1.3387000000000018,Recommended,Recommended
Recycled Cardboard,Biscuits,Box,100,1,en:japan,0.12,17.0,99.2,0.9,95.2,3,57.22000000000001,100,6.55,Good Alternative,0.6770334264368313,0.11870000000000007,0.9831000000000019,Highly Recommended,Recommended
Bioplastic (PLA),Potato Chips,Bag,6000,6,en:india,0.5,58.5,94.2,1.84,55.8,9,48.64,100,1.49,Good Alternative,0.10966717991324054,0.49649999999999994,1.9426999999999957,Recommended,Recommended
Mushroom Mycelium,Tomato Sauce,Jar,3000,12,en:india,0.66,21.2,100.0,0.36,100.0,4,62.2,100,0.55,Technical Failure (Not Suitable),0.320546313273568,0.6788000000000006,0.2547500000000002,Recommended,Recommended
Recycled Cardboard,Orange Juice,Bottle,1200,12,en:germany,0.08,18.0,91.4,1.37,87.6,4,51.23,100,5.08,Technical Failure (Not Suitable),0.4652415262176167,0.08204999999999997,1.3093000000000017,Recommended,Recommended
Bamboo Fiber,Sandwich,Wrapper,100,1,en:france,0.31,47.8,99.8,0.84,47.6,6,51.24,100,2.44,Good Alternative,0.021135849772633247,0.3105000000000007,0.8964000000000024,Recommended,Recommended
Glass,Tomato Sauce,Jar,1500,6,en:japan,0.34,88.2,0.0,1.77,88.4,10,18.830000000000005,100,1.75,Avoid,-0.30724364274712285,0.33740000000000114,1.9785499999999963,Not Recommended,Not Recommended
Recycled Cardboard,Soda Can,Can,1000,1,en:germany,0.13,16.3,98.5,1.49,87.7,5,54.49000000000001,100,3.25,Technical Failure (Not Suitable),0.4306519146071043,0.13014999999999982,1.1862000000000013,Recommended,Recommended
Bioplastic (PLA),Yogurt,Cup,1000,1,en:uk,0.31,58.0,82.0,2.32,49.5,8,39.1,100,2.24,Avoid,-0.0430041138304024,0.3131500000000007,2.2059999999999955,Not Recommended,Not Recommended
Glass,Orange Juice,Bottle,600,6,en:germany,0.34,95.9,0.0,2.28,92.7,10,17.140000000000004,100,1.72,Avoid,-0.2664632049274327,0.33880000000000143,2.2687999999999913,Not Recommended,Not Recommended
Recycled Cardboard,Tomato Sauce,Jar,3000,12,en:uk,0.13,30.3,90.1,1.31,89.9,4,51.47,100,3.13,Technical Failure (Not Suitable),0.3298021793860539,0.12839999999999996,1.199849999999999,Recommended,Recommended
Virgin Plastic (PP),Biscuits,Box,600,6,en:india,0.05,87.2,4.2,4.29,11.0,10,0.0,100,8.877500000000001,Avoid,-0.5076029649886138,0.044899999999999975,4.338349999999991,Not Recommended,Not Recommended
Glass,Yogurt,Cup,100,1,en:germany,0.25,89.1,0.0,2.8,92.6,10,14.52,100,2.29,Avoid,-0.2243909750596877,0.25140000000000007,2.2458999999999993,Not Recommended,Not Recommended
Mushroom Mycelium,Biscuits,Box,1200,12,en:usa,0.79,12.6,100.0,0.16,100.0,6,65.2,100,1.05,Good Alternative,0.4423846769472354,0.7877500000000007,0.1869999999999998,Recommended,Recommended
Mushroom Mycelium,Potato Chips,Bag,1000,1,en:japan,0.65,23.2,100.0,0.38,100.0,4,62.1,100,1.25,Good Alternative,0.37344338947834377,0.6509000000000015,0.32130000000000075,Recommended,Recommended
Glass,Sandwich,Wrapper,600,6,en:india,0.31,91.8,0.0,2.16,84.8,10,16.16,100,1.87,Avoid,-0.3342153026189073,0.3099000000000008,2.194400000000005,Not Recommended,Not Recommended
Bioplastic (PLA),Tomato Sauce,Jar,500,1,en:france,0.49,73.1,93.6,1.8,41.8,9,45.8,100,1.49,Good Alternative,-0.035614367061187154,0.4876999999999992,1.9148000000000038,Not Recommended,Not Recommended
Recycled Cardboard,Yogurt,Cup,6000,12,en:usa,0.07,20.4,99.0,1.38,87.3,5,55.16,100,6.08,Technical Failure (Not Suitable),0.6447753567866146,0.08995000000000006,1.1769,Highly Recommended,Recommended
Virgin Plastic (PP),Sandwich,Wrapper,100,1,en:france,0.04,85.4,0.1,4.84,21.2,10,0.0,100,8.877500000000001,Avoid,-0.44052517738113,0.04005000000000001,4.730650000000009,Not Recommended,Not Recommended
Bamboo Fiber,Orange Juice,Bottle,100,1,en:germany,0.45,47.1,99.6,0.56,35.7,7,51.18000000000001,100,1.12,Good Alternative,-0.1574258972785456,0.44470000000000104,0.7068000000000011,Not Recommended,Not Recommended
Glass,Orange Juice,Bottle,250,1,en:france,0.3,84.6,0.0,1.72,82.3,10,17.86,100,1.96,Avoid,-0.3524418402961723,0.29929999999999896,1.8703500000000048,Not Recommended,Not Recommended
Mushroom Mycelium,Tomato Sauce,Jar,1000,1,en:japan,0.59,12.1,100.0,0.1,100.0,4,63.5,100,0.96,Good Alternative,0.3515288864792224,0.5872500000000018,0.16940000000000055,Recommended,Recommended
Mushroom Mycelium,Sandwich,Wrapper,250,1,en:uk,0.75,12.6,100.0,0.1,100.0,5,64.5,100,1.1,Good Alternative,0.40413567062673417,0.7401999999999993,0.2675499999999999,Recommended,Recommended
Mushroom Mycelium,Sandwich,Wrapper,1500,6,en:japan,0.79,15.5,100.0,0.11,100.0,5,64.45,100,1.04,Good Alternative,0.3996016355234677,0.7880000000000008,0.1683499999999997,Recommended,Recommended
Aluminum Foil/Can,Orange Juice,Bottle,1500,6,en:france,0.18,40.6,0.0,8.875,97.8,10,0.0,100,2.78,Avoid,-0.13530563382544186,0.1799999999999998,8.845899999999999,Not Recommended,Not Recommended
Bamboo Fiber,Sandwich,Wrapper,100,1,en:germany,0.34,56.6,97.7,0.86,31.3,8,49.040000000000006,100,2.19,Good Alternative,-0.0948257582103114,0.3409000000000016,0.8304000000000024,Not Recommended,Not Recommended
Aluminum Foil/Can,Sandwich,Wrapper,500,1,en:uk,0.13,21.6,0.0,8.875,95.0,10,0.0,100,3.85,Avoid,-0.08247957565588061,0.13009999999999983,8.822025,Not Recommended,Not Recommended
Bioplastic (PLA),Tomato Sauce,Jar,600,6,en:uk,0.49,72.8,81.6,1.55,53.9,8,43.67,100,1.47,Good Alternative,-0.060560366080582205,0.48789999999999895,1.782950000000003,Not Recommended,Not Recommended
Aluminum Foil/Can,Orange Juice,Bottle,100,1,en:france,0.15,23.5,0.0,8.875,92.2,10,0.0,100,3.33,Avoid,-0.14980544772288146,0.14999999999999947,8.784225000000003,Not Recommended,Not Recommended
Bioplastic (PLA),Soda Can,Can,3000,12,en:usa,0.3,58.8,81.7,1.57,49.4,8,42.71,100,2.38,Good Alternative,-0.03598932275988621,0.300499999999999,1.9251999999999996,Not Recommended,Not Recommended
Glass,Orange Juice,Bottle,1000,1,en:usa,0.36,83.5,0.0,2.17,94.8,10,18.11,100,1.64,Avoid,-0.2514854091861029,0.3582999999999997,2.250100000000003,Not Recommended,Not Recommended
Virgin Plastic (PP),Potato Chips,Bag,3000,12,en:japan,0.05,73.5,1.8,5.69,18.6,10,0.0,100,8.877500000000001,Avoid,-0.4520272548360515,0.038749999999999986,4.64195,Not Recommended,Not Recommended
Bioplastic (PLA),Frozen Peas,Pouch,250,1,en:germany,0.46,58.1,85.9,2.4,44.7,8,39.30000000000001,100,1.51,Avoid,-0.11289541378158721,0.46389999999999865,2.2664499999999945,Not Recommended,Not Recommended
Recycled Cardboard,Yogurt,Cup,250,1,en:france,0.14,16.4,93.9,1.16,94.1,4,54.580000000000005,100,4.45,Good Alternative,0.50406856380655,0.13945000000000035,1.1443499999999982,Highly Recommended,Recommended
Aluminum Foil/Can,Soda Can,Can,1500,6,en:france,0.21,20.4,0.0,8.875,99.0,10,0.0,100,2.38,Avoid,-0.15351929115444596,0.20920000000000066,8.74755,Not Recommended,Not Recommended
Bamboo Fiber,Tomato Sauce,Jar,250,1,en:france,0.41,56.0,95.3,0.6,40.0,8,51.12,100,1.84,Good Alternative,-0.05468644641398456,0.4086999999999987,0.6939499999999985,Not Recommended,Not Recommended
Virgin Plastic (PP),Orange Juice,Bottle,500,1,en:germany,0.04,63.5,3.0,5.54,21.0,10,0.0,100,8.877500000000001,Avoid,-0.41774668588856384,0.036799999999999986,5.209249999999994,Not Recommended,Not Recommended
Recycled Cardboard,Yogurt,Cup,600,6,en:india,0.09,31.0,97.9,1.03,98.7,4,57.75000000000001,100,7.1,Good Alternative,0.7845528211740346,0.07760000000000003,1.1269500000000001,Highly Recommended,Recommended
Mushroom Mycelium,Tomato Sauce,Jar,1000,1,en:france,0.69,18.2,100.0,0.39,100.0,5,63.05,100,0.82,Good Alternative,0.3829768401448239,0.693099999999999,0.3454000000000004,Recommended,Recommended
Bioplastic (PLA),Frozen Peas,Pouch,600,6,en:germany,0.45,56.8,91.0,1.8,59.0,9,48.2,100,1.65,Good Alternative,0.12644903653749714,0.44805000000000095,1.8609000000000038,Recommended,Recommended
Mushroom Mycelium,Tomato Sauce,Jar,250,1,en:uk,0.7,15.1,100.0,0.36,100.0,5,63.2,100,0.81,Good Alternative,0.3822211676276128,0.7003500000000007,0.31784999999999947,Recommended,Recommended
Mushroom Mycelium,Potato Chips,Bag,100,1,en:usa,0.68,20.7,100.0,0.25,100.0,5,63.75,100,1.2,Good Alternative,0.4116923957988451,0.680100000000003,0.2316,Recommended,Recommended
Mushroom Mycelium,Potato Chips,Bag,600,6,en:india,0.55,19.7,100.0,0.13,100.0,4,63.35,100,1.48,Good Alternative,0.39082385737419867,0.5498999999999982,0.17609999999999992,Recommended,Recommended
Aluminum Foil/Can,Frozen Peas,Pouch,600,6,en:france,0.15,42.9,0.0,8.875,94.4,10,0.0,100,3.33,Avoid,-0.1277811682305764,0.14999999999999947,8.844,Not Recommended,Not Recommended
Bioplastic (PLA),Sandwich,Wrapper,600,6,en:usa,0.5,66.5,85.0,2.22,43.0,8,39.5,100,1.4,Avoid,-0.14591713456823832,0.5023500000000002,2.1418500000000074,Not Recommended,Not Recommended
Bioplastic (PLA),Tomato Sauce,Jar,3000,12,en:uk,0.42,67.4,80.9,2.43,52.0,8,38.61000000000001,100,1.65,Avoid,-0.07196077738991674,0.42285000000000117,2.273450000000004,Not Recommended,Not Recommended
Virgin Plastic (PP),Biscuits,Box,600,6,en:germany,0.03,69.4,0.6,3.55,26.6,10,0.0,100,8.877500000000001,Avoid,-0.3821930480017334,0.04194999999999993,5.1509000000000045,Not Recommended,Not Recommended
Bioplastic (PLA),Tomato Sauce,Jar,100,1,en:japan,0.51,62.7,86.3,2.23,54.8,9,43.330000000000005,100,1.41,Good Alternative,0.026104722304340765,0.5130000000000012,2.1279000000000035,Recommended,Recommended
Bioplastic (PLA),Frozen Peas,Pouch,1000,1,en:germany,0.4,59.5,82.0,1.58,54.2,8,43.74000000000001,100,1.8,Good Alternative,-0.029201834763220184,0.3955000000000004,1.9064,Not Recommended,Not Recommended
Mushroom Mycelium,Potato Chips,Bag,100,1,en:uk,0.73,19.4,100.0,0.23,100.0,6,64.85,100,1.13,Good Alternative,0.4484300570849241,0.7292999999999998,0.24549999999999944,Recommended,Recommended
Bioplastic (PLA),Sandwich,Wrapper,100,1,en:japan,0.37,59.6,82.8,1.55,53.3,8,44.03,100,1.95,Good Alternative,-0.02004062470556043,0.3687999999999996,1.7047000000000039,Not Recommended,Not Recommended
Bamboo Fiber,Frozen Peas,Pouch,1200,12,en:germany,0.29,44.6,99.5,0.8,38.8,7,50.56,100,2.6,Good Alternative,-0.01540665957180519,0.29039999999999927,0.8435500000000004,Not Recommended,Not Recommended
Virgin Plastic (PP),Frozen Peas,Pouch,250,1,en:france,0.06,81.9,2.5,3.92,15.1,10,0.0,100,8.33,Avoid,-0.5224574036517,0.060000000000000046,4.282499999999993,Not Recommended,Not Recommended
Recycled Cardboard,Biscuits,Box,500,1,en:germany,0.07,32.2,96.2,1.48,85.3,4,52.14000000000001,100,8.877500000000001,Good Alternative,0.7701991104373712,0.07005000000000017,1.3554499999999985,Highly Recommended,Recommended
Recycled Cardboard,Sandwich,Wrapper,250,1,en:uk,0.05,16.7,98.8,1.31,90.6,4,55.09,100,8.877500000000001,Good Alternative,0.8454747801035475,0.056500000000000127,1.2217000000000011,Highly Recommended,Recommended
Glass,Frozen Peas,Pouch,600,6,en:france,0.23,95.4,0.0,2.97,83.0,10,11.75,100,2.43,Avoid,-0.3099175066942453,0.2381999999999998,2.2668,Not Recommended,Not Recommended
Virgin Plastic (PP),Tomato Sauce,Jar,6000,12,en:france,0.06,82.8,0.7,4.58,10.2,10,0.0,100,8.33,Avoid,-0.5868926040456572,0.060000000000000046,4.647350000000008,Not Recommended,Not Recommended
Virgin Plastic (PP),Orange Juice,Bottle,1200,12,en:japan,0.02,65.3,1.0,4.25,15.2,10,0.0,100,8.877500000000001,Avoid,-0.4929008325068684,0.036399999999999946,4.677199999999998,Not Recommended,Not Recommended
Virgin Plastic (PP),Sandwich,Wrapper,3000,6,en:france,0.07,73.0,2.4,4.34,16.5,10,0.0,100,7.14,Avoid,-0.5992214894661909,0.07000000000000019,4.5042000000000035,Not Recommended,Not Recommended
Virgin Plastic (PP),Potato Chips,Bag,1500,6,en:france,0.03,86.8,3.9,4.69,28.3,10,0.0,100,8.877500000000001,Avoid,-0.3369755604471855,0.03209999999999995,4.971999999999999,Not Recommended,Not Recommended
Glass,Soda Can,Can,1000,1,en:india,0.4,82.3,0.0,2.57,83.4,10,13.830000000000004,100,1.42,Avoid,-0.38223601647941824,0.3895500000000005,2.6481,Not Recommended,Not Recommended
Bioplastic (PLA),Frozen Peas,Pouch,3000,6,en:india,0.31,62.5,93.9,2.11,44.0,9,44.81,100,2.34,Good Alternative,0.05320559695121236,0.3119500000000006,1.9642500000000007,Recommended,Recommended
Bamboo Fiber,Biscuits,Box,250,1,en:india,0.39,42.9,98.5,0.68,49.1,8,53.82000000000001,100,1.97,Good Alternative,0.07358194439513115,0.38815000000000033,0.7570000000000026,Recommended,Recommended
Glass,Frozen Peas,Pouch,3000,12,en:japan,0.22,97.7,0.0,2.23,93.2,10,17.490000000000002,100,2.67,Avoid,-0.1896687977259469,0.21964999999999943,2.2401500000000025,Not Recommended,Not Recommended
Mushroom Mycelium,Biscuits,Box,600,6,en:india,0.8,15.0,100.0,0.38,100.0,6,64.1,100,1.03,Good Alternative,0.4408733319128133,0.7984000000000008,0.34340000000000037,Recommended,Recommended
Aluminum Foil/Can,Tomato Sauce,Jar,1000,1,en:usa,0.19,37.3,0.0,8.875,90.9,10,0.0,100,2.63,Avoid,-0.21571687090038283,0.1900000000000001,8.838975,Not Recommended,Not Recommended
Glass,Potato Chips,Bag,100,1,en:india,0.24,96.8,0.0,2.63,95.5,10,15.950000000000005,100,2.42,Avoid,-0.1855352275506324,0.24185000000000006,2.5223999999999975,Not Recommended,Not Recommended
Mushroom Mycelium,Potato Chips,Bag,3000,12,en:usa,0.51,17.2,100.0,0.22,100.0,5,63.9,100,1.21,Good Alternative,0.41244806831605607,0.5141500000000013,0.22674999999999984,Recommended,Recommended
Mushroom Mycelium,Frozen Peas,Pouch,1000,1,en:india,0.56,17.5,100.0,0.18,100.0,5,64.1,100,1.47,Good Alternative,0.43209555376354425,0.5600500000000015,0.20264999999999975,Recommended,Recommended
Recycled Cardboard,Soda Can,Can,3000,6,en:usa,0.13,33.6,97.4,1.48,97.2,4,55.00000000000001,100,3.27,Technical Failure (Not Suitable),0.47584115862097076,0.13009999999999983,1.3357999999999988,Recommended,Recommended
Recycled Cardboard,Biscuits,Box,1000,1,en:france,0.07,29.8,99.2,1.07,81.7,4,54.67000000000001,100,8.877500000000001,Good Alternative,0.7597945859305774,0.06755000000000017,1.0993999999999966,Highly Recommended,Recommended
Bioplastic (PLA),Tomato Sauce,Jar,7125,12,en:india,0.38,67.7,92.5,2.33,51.9,8,43.73,100,1.89,Good Alternative,0.04429705428642009,0.3822000000000002,2.2491499999999975,Recommended,Recommended
Virgin Plastic (PP),Orange Juice,Bottle,250,1,en:japan,0.05,86.5,3.7,4.38,14.5,10,0.0,100,8.877500000000001,Avoid,-0.4768368727855035,0.04534999999999996,4.442699999999997,Not Recommended,Not Recommended
Virgin Plastic (PP),Biscuits,Box,1200,12,en:usa,0.04,85.0,1.0,5.81,20.3,10,0.0,100,8.877500000000001,Avoid,-0.4418445482292523,0.03739999999999994,4.772949999999997,Not Recommended,Not Recommended
Bioplastic (PLA),Orange Juice,Bottle,100,1,en:india,0.35,58.9,81.4,1.53,46.3,8,42.17,100,2.03,Good Alternative,-0.09603559343131082,0.35015000000000035,1.6844999999999966,Not Recommended,Not Recommended
Aluminum Foil/Can,Soda Can,Can,500,1,en:france,0.17,32.4,0.0,8.875,95.4,10,0.0,100,2.94,Avoid,-0.1472413602689427,0.17000000000000084,8.816599999999996,Not Recommended,Not Recommended
Recycled Cardboard,Sandwich,Wrapper,1200,12,en:uk,0.05,33.2,95.4,1.01,98.1,4,56.73,100,8.877500000000001,Good Alternative,0.891504318118982,0.05740000000000014,1.0399499999999986,Highly Recommended,Recommended
Virgin Plastic (PP),Biscuits,Box,100,1,en:uk,0.07,73.0,1.5,5.47,14.3,10,0.0,100,7.14,Avoid,-0.6289363306299529,0.07000000000000019,5.323800000000017,Not Recommended,Not Recommended
Glass,Biscuits,Box,3000,6,en:france,0.29,82.0,0.0,1.75,97.8,10,20.81,100,2.08,Avoid,-0.18820271003021755,0.2871999999999997,1.8892000000000002,Not Recommended,Not Recommended
Mushroom Mycelium,Biscuits,Box,1200,12,en:india,0.56,16.7,100.0,0.29,100.0,4,62.55,100,1.45,Good Alternative,0.3885568398225654,0.561350000000001,0.2797999999999995,Recommended,Recommended
Bamboo Fiber,Frozen Peas,Pouch,7125,12,en:germany,0.32,53.6,95.2,0.96,44.0,7,49.08000000000001,100,2.33,Good Alternative,-0.020496224298118523,0.3184000000000003,0.8647499999999999,Not Recommended,Not Recommended
Glass,Yogurt,Cup,1200,12,en:usa,0.25,80.1,0.0,2.15,95.6,10,18.37,100,2.37,Avoid,-0.18831248652340127,0.24974999999999997,2.177849999999996,Not Recommended,Not Recommended
Recycled Cardboard,Soda Can,Can,600,6,en:france,0.06,34.5,90.2,1.16,86.3,5,52.540000000000006,100,6.88,Technical Failure (Not Suitable),0.620021519020833,0.07205000000000009,1.128099999999998,Highly Recommended,Recommended
Aluminum Foil/Can,Soda Can,Can,6000,6,en:uk,0.2,35.2,0.0,8.875,94.6,10,0.0,100,2.5,Avoid,-0.18849977993252315,0.19955000000000017,8.79645,Not Recommended,Not Recommended
Aluminum Foil/Can,Yogurt,Cup,1200,12,en:germany,0.17,43.3,0.0,8.875,95.8,10,0.0,100,2.94,Avoid,-0.14323694581579638,0.17000000000000084,8.831775,Not Recommended,Not Recommended
Bioplastic (PLA),Potato Chips,Bag,100,1,en:japan,0.37,72.6,80.4,1.98,57.9,9,42.84,100,1.93,Good Alternative,0.04601800092053856,0.3692999999999998,2.048799999999999,Recommended,Recommended
Bamboo Fiber,Tomato Sauce,Jar,250,1,en:france,0.27,59.1,98.0,0.77,38.2,6,48.99,100,1.83,Good Alternative,-0.13444503676909644,0.27400000000000097,0.7663500000000005,Not Recommended,Not Recommended
Virgin Plastic (PP),Biscuits,Box,7125,12,en:uk,0.07,64.6,1.0,5.43,14.6,10,0.0,100,7.14,Avoid,-0.6302055540520137,0.07000000000000019,5.1540499999999865,Not Recommended,Not Recommended
Glass,Yogurt,Cup,3000,12,en:france,0.25,98.6,0.0,2.93,97.3,10,14.81,100,2.3,Avoid,-0.17658343271800675,0.24845000000000014,2.3258500000000004,Not Recommended,Not Recommended
Recycled Cardboard,Potato Chips,Bag,500,1,en:usa,0.11,15.6,95.3,1.12,99.4,3,55.4,100,7.06,Good Alternative,0.7242933093296527,0.1100499999999997,1.1106500000000008,Highly Recommended,Recommended
Virgin Plastic (PP),Tomato Sauce,Jar,600,6,en:india,0.06,72.5,4.3,5.05,16.8,10,0.0,100,8.33,Avoid,-0.4900575188829141,0.060000000000000046,4.707900000000002,Not Recommended,Not Recommended
Glass,Potato Chips,Bag,500,1,en:france,0.34,85.5,0.0,1.58,88.2,10,19.74,100,1.76,Avoid,-0.30849017745648505,0.33775000000000127,1.7903999999999995,Not Recommended,Not Recommended
