Material_Type,Strength_MPa,Weight_Capacity_kg,Biodegradability_pct,CO2_Emission_g,Recyclability_pct,Cost_per_kg_INR,Typical_Product_Category,extreme_outlier,CO2_Impact_Index,Biodeg_Index,Recycl_Index,Cost_per_Strength,Cost_Strength_Norm,Cost_Efficiency_Index,Material_Suitability_Score
Glassine Paper,50.44,15.44,88,166,36,49.92,Food,FALSE,0.670833333,0.837837838,0.36,0.989690702,0.216591221,0.783408779,0.601495213
HDPE (Recycled),56.59,2.87,74,78,70,87.77,Food,FALSE,0.304166667,0.648648649,0.7,1.550980711,0.217180836,0.782819164,0.704257719
Glassine Paper,41.73,5.42,89,124,86,61.56,Food,FALSE,0.495833333,0.851351351,0.86,1.475197664,0.217101229,0.782898771,0.749171765
Jute Fiber,51.04,10.22,54,124,86,71.51,Food,FALSE,0.495833333,0.378378378,0.86,1.401057966,0.217023347,0.782976653,0.607299343
Kraft Paper,38.23,11.67,85,38,50,70.49,Food,FALSE,0.1375,0.797297297,0.5,1.843839868,0.217488474,0.782511526,0.750442071
PLA Bioplastic,39.46,3.51,75,141,46,62.81,Food,FALSE,0.566666667,0.662162162,0.46,1.591738429,0.21722365,0.78277635,0.594676069
Cellulose Film,38.62,14.39,93,63,81,89.17,Food,FALSE,0.241666667,0.905405405,0.81,2.308907242,0.217977011,0.782022989,0.818710702
Wheat Straw,15.09,11.77,82,102,72,88.06,Food,FALSE,0.404166667,0.756756757,0.72,5.835652363,0.221681731,0.778318269,0.714564928
Bamboo Fiber,58.67,5.34,73,88,100,74.04,Food,FALSE,0.345833333,0.635135135,1,1.26197373,0.216877244,0.783122756,0.749862896
Kraft Paper,52.55,11.77,73,36,76,44.32,Food,FALSE,0.129166667,0.635135135,0.76,0.843387234,0.216437534,0.783562466,0.75613949
PLA-coated Paper,24.79,10.65,62,84,64,78.08,Food,FALSE,0.329166667,0.486486486,0.64,3.149656993,0.218860188,0.781139812,0.636939232
Bagasse (Sugarcane),31.47,11.5,74,55,56,107.7,Food,FALSE,0.208333333,0.648648649,0.56,3.42230685,0.219146597,0.780853403,0.699724612
Wheat Straw,25.48,5.88,80,26,39,78.16,Food,FALSE,0.0875,0.72972973,0.39,3.067503804,0.218773889,0.781226111,0.720350447
PLA Bioplastic,16.2,7.3,81,128,84,62.38,Food,FALSE,0.5125,0.743243243,0.84,3.850617046,0.219596522,0.780403478,0.707948842
Corrugated Cardboard,51.45,11.08,91,140,84,100.51,Food,FALSE,0.5625,0.878378378,0.84,1.953547095,0.217603718,0.782396282,0.736487584
Kraft Paper,29.8,14.37,90,62,65,42.98,Food,FALSE,0.2375,0.864864865,0.65,1.442281831,0.217066652,0.782933348,0.775817797
Corrugated Cardboard,37.06,22.96,59,76,54,61.44,Food,FALSE,0.295833333,0.445945946,0.54,1.657852087,0.217293101,0.782706899,0.613502175
Mushroom Packaging,26.59,11.18,88,76,97,37.42,Food,FALSE,0.295833333,0.837837838,0.97,1.407295923,0.2170299,0.7829701,0.817135543
PLA-coated Paper,56.77,8.22,100,45,84,104.86,Food,FALSE,0.166666667,1,0.84,1.84710231,0.217491901,0.782508099,0.871960358
Starch Foam,-3.35,0.83,73,41,78,86.55,Food,FALSE,0.15,0.635135135,0.78,-25.83582861,0.188411969,0.811588031,0.761937548
Bamboo Fiber,67.87,2.54,62,151,100,96.86,Food,FALSE,0.608333333,0.486486486,1,1.4271401,0.217050746,0.782949254,0.639599926
Palm Leaf,28.19,12.11,52,176,82,31.97,Food,FALSE,0.7125,0.351351351,0.82,1.134090063,0.216742907,0.783257093,0.537094679
Kraft Paper,42.1,18.5,60,78,70,63.21,Food,FALSE,0.304166667,0.459459459,0.7,1.501425142,0.21712878,0.78287122,0.647513976
Cellulose Film,21.9,6.67,73,98,58,100.13,Food,FALSE,0.3875,0.635135135,0.58,4.57214591,0.220354462,0.779645538,0.654576925
PLA-coated Paper,46.38,2.6,88,103,41,20.03,Food,FALSE,0.408333333,0.837837838,0.41,0.431867175,0.216005247,0.783994753,0.677266706
PLA Bioplastic,34.3,7.17,84,100,69,129.93,Food,FALSE,0.395833333,0.783783784,0.69,3.788046537,0.219530794,0.780469206,0.719294103
Hemp Fiber,58.6,9.3,73,174,65,64.35,Food,FALSE,0.704166667,0.635135135,0.65,1.098122848,0.216705125,0.783294875,0.590322593
Cellulose Film,20.57,10.49,85,31,100,29.27,Food,FALSE,0.108333333,0.797297297,1,1.422945969,0.21704634,0.78295366,0.857844271
Seaweed-based,8.66,0.31,83,30,51,112.69,Food,FALSE,0.104166667,0.77027027,0.51,13.01270058,0.229220964,0.770779036,0.749734173
Corrugated Cardboard,53.91,14.78,77,168,57,7.73,Food,FALSE,0.679166667,0.689189189,0.57,0.143387124,0.215702209,0.784297791,0.597039538
Hemp Fiber,51.25,4.28,67,131,64,60.74,Food,FALSE,0.525,0.554054054,0.64,1.185170709,0.216796566,0.783203434,0.608767075
Cellulose Film,29.14,11.3,70,53,87,95.68,Food,FALSE,0.2,0.594594595,0.87,3.28345905,0.219000743,0.780999257,0.747628193
Bagasse (Sugarcane),12.54,14.61,86,127,51,52.33,Food,FALSE,0.508333333,0.810810811,0.51,4.173045919,0.219935222,0.780064778,0.663176104
Cornstarch Polymer,21.04,2.42,71,196,85,0.9,Food,FALSE,0.795833333,0.608108108,0.85,0.042775663,0.21559652,0.78440348,0.599574969
Mushroom Packaging,30.51,18.64,83,136,69,60.05,Food,FALSE,0.545833333,0.77027027,0.69,1.968207081,0.217619117,0.782380883,0.678217968
Starch Foam,28.56,18.67,100,171,65,78.86,Food,FALSE,0.691666667,1,0.65,2.761204385,0.218452133,0.781547867,0.7024703
Paperboard,37.66,12.11,71,55,74,73.14,Food,FALSE,0.208333333,0.608108108,0.74,1.942113597,0.217591707,0.782408293,0.723951172
Hemp Fiber,64.21,5.96,87,110,59,104.72,Food,FALSE,0.4375,0.824324324,0.59,1.630898589,0.217264787,0.782735213,0.701606101
Corrugated Cardboard,48.58,12.48,87,87,69,125.8,Food,FALSE,0.341666667,0.824324324,0.69,2.589542969,0.218271809,0.781728191,0.745312678
Starch Foam,41.66,7.96,73,95,43,75.08,Food,FALSE,0.375,0.635135135,0.43,1.80220831,0.217444742,0.782555258,0.628429355
Mushroom Packaging,24.51,13.31,61,166,90,28.36,Food,FALSE,0.670833333,0.472972973,0.9,1.157078696,0.216767056,0.783232944,0.599991795
PLA-coated Paper,60.38,4.74,100,76,53,110.34,Food,FALSE,0.295833333,1,0.53,1.82742627,0.217471232,0.782528768,0.777673859
Recycled Paper,69.88,5.39,86,118,96,60.64,Food,FALSE,0.470833333,0.810810811,0.96,0.867773313,0.216463151,0.783536849,0.763419122
Cornstarch Polymer,9.91,7.8,62,90,51,65.14,Food,FALSE,0.354166667,0.486486486,0.51,6.573157763,0.222456454,0.777543546,0.603790166
HDPE (Recycled),49.71,10.94,78,112,81,74.15,Food,FALSE,0.445833333,0.702702703,0.81,1.491651549,0.217118513,0.782881487,0.707072849
Bagasse (Sugarcane),36.84,9.22,85,38,94,69.42,Food,FALSE,0.1375,0.797297297,0.94,1.88436477,0.217531044,0.782468956,0.838431428
Starch Foam,6.19,15.21,82,65,93,41.72,Food,FALSE,0.25,0.756756757,0.93,6.739901981,0.222631613,0.777368387,0.794869124
Cornstarch Polymer,18.59,4.81,44,90,48,99.78,Food,FALSE,0.354166667,0.243243243,0.48,5.36740154,0.22118985,0.77881015,0.525133844
Glassine Paper,25.81,12.17,96,84,44,108.49,Food,FALSE,0.329166667,0.945945946,0.44,4.203409368,0.219967118,0.780032882,0.734500338
Seaweed-based,17.35,7.89,89,96,84,57.71,Food,FALSE,0.379166667,0.851351351,0.84,3.326224592,0.219045666,0.780954334,0.773852322
Corrugated Cardboard,34.3,16.58,72,124,52,79.87,Food,FALSE,0.495833333,0.621621622,0.52,2.328571361,0.217997667,0.782002333,0.612028736
Cotton Padding,40.42,16.8,81,91,69,34.18,Food,FALSE,0.358333333,0.743243243,0.69,0.845620959,0.216439881,0.783560119,0.717279669
Bamboo Fiber,72.94,14.49,84,154,60,70.42,Food,FALSE,0.620833333,0.783783784,0.6,0.965451042,0.216565758,0.783434242,0.645785362
HDPE (Recycled),75.69,3.63,77,82,100,50.48,Food,FALSE,0.320833333,0.689189189,1,0.666930894,0.216252173,0.783747827,0.77248538
Glassine Paper,29.56,11.21,79,8,77,77.15,Food,FALSE,0.0125,0.716216216,0.77,2.609945785,0.218293241,0.781706759,0.811166555
Glassine Paper,41.73,4.1,100,146,53,56.71,Food,FALSE,0.5875,1,0.53,1.358974326,0.21697914,0.78302086,0.704880215
Wheat Straw,38.25,13.29,54,164,44,42.19,Food,FALSE,0.6625,0.378378378,0.44,1.103006507,0.216710255,0.783289745,0.48171095
Cellulose Film,34.45,5.28,68,80,61,79.17,Food,FALSE,0.3125,0.567567568,0.61,2.298113141,0.217965672,0.782034328,0.659653852
HDPE (Recycled),64.57,9.62,76,60,79,72.52,Food,FALSE,0.229166667,0.675675676,0.79,1.123122176,0.216731386,0.783268614,0.74922819
Kraft Paper,29.49,15.31,84,87,60,86.23,Food,FALSE,0.341666667,0.783783784,0.6,2.924041949,0.218623188,0.781376812,0.715062672
PLA Bioplastic,27.15,9.82,72,137,52,53.67,Food,FALSE,0.55,0.621621622,0.52,1.976795507,0.217628139,0.782371861,0.598579452
Wheat Straw,48.67,12.89,87,6,87,76.99,Food,FALSE,0.004166667,0.824324324,0.87,1.581877921,0.217213292,0.782786708,0.865952308
Mushroom Packaging,27.11,6.02,94,153,77,65.25,Food,FALSE,0.616666667,0.918918919,0.77,2.406860848,0.218079908,0.781920092,0.720989032
PLA-coated Paper,38.87,7.51,74,88,80,92.58,Food,FALSE,0.345833333,0.648648649,0.8,2.381785377,0.218053567,0.781946433,0.71362287
PLA-coated Paper,26.06,9.51,80,111,67,92.98,Food,FALSE,0.441666667,0.72972973,0.67,3.567920047,0.219299559,0.780700441,0.687677363
Cornstarch Polymer,30.3,14.83,62,104,88,86.13,Food,FALSE,0.4125,0.486486486,0.88,2.842574164,0.218537609,0.781462391,0.664186544
Kraft Paper,34.3,5.62,72,132,61,45.5,Food,FALSE,0.529166667,0.621621622,0.61,1.326530574,0.216945059,0.783054941,0.621958555
PLA Bioplastic,30.51,10.84,82,116,73,120.56,Food,FALSE,0.4625,0.756756757,0.73,3.951491185,0.219702487,0.780297513,0.702476405
PLA-coated Paper,37.19,9.79,69,131,93,73.52,Food,FALSE,0.525,0.581081081,0.93,1.976875451,0.217628223,0.782371777,0.674667269
PLA Bioplastic,25.82,9.82,72,85,100,73.97,Food,FALSE,0.333333333,0.621621622,1,2.864833351,0.218560991,0.781439009,0.748512905
Corrugated Cardboard,39.14,7.15,91,174,90,72.04,Food,FALSE,0.704166667,0.878378378,0.9,1.840572258,0.217485042,0.782514958,0.713100586
Bagasse (Sugarcane),20.96,10.09,68,105,57,71.07,Food,FALSE,0.416666667,0.567567568,0.57,3.390744113,0.219113442,0.780886558,0.625325243
Cornstarch Polymer,27.56,0.61,57,18,57,49.89,Food,FALSE,0.054166667,0.418918919,0.57,1.810232155,0.21745317,0.78254683,0.671770716
PLA-coated Paper,43.55,12.57,77,122,80,73.1,Food,FALSE,0.4875,0.689189189,0.8,1.678530386,0.217314822,0.782685178,0.690553051
Seaweed-based,45.96,3.96,61,111,100,60.98,Food,FALSE,0.441666667,0.472972973,1,1.326805889,0.216945348,0.783054652,0.677238888
Bamboo Fiber,84.64,15.2,100,118,32,69.71,Food,FALSE,0.470833333,1,0.32,0.82360585,0.216416755,0.783583245,0.692187478
Cornstarch Polymer,33.85,9.35,86,133,88,77.5,Food,FALSE,0.533333333,0.810810811,0.88,2.289512488,0.217956637,0.782043363,0.731420751
Bagasse (Sugarcane),12.33,4.96,100,35,38,34.72,Food,FALSE,0.125,1,0.38,2.81589596,0.218509584,0.781490416,0.790122604
PLA Bioplastic,31.39,3.06,95,93,46,74.01,Food,FALSE,0.366666667,0.932432432,0.46,2.357757172,0.218028326,0.781971674,0.725555982
PLA Bioplastic,15.01,5.77,80,119,87,2.97,Food,FALSE,0.475,0.72972973,0.87,0.197868075,0.215759439,0.784240561,0.720229059
Paperboard,57.03,5.95,100,156,75,4.1,Food,FALSE,0.629166667,1,0.75,0.071891985,0.215627106,0.784372894,0.738801557
Corrugated Cardboard,26.45,6.45,77,164,87,75.38,Food,FALSE,0.6625,0.689189189,0.87,2.849905374,0.21854531,0.78145469,0.660495429
PLA Bioplastic,45.61,17.27,64,89,38,92.79,Food,FALSE,0.35,0.513513514,0.38,2.034422231,0.217688674,0.782311326,0.588131886
Wheat Straw,34.3,10.71,71,92,52,99.18,Food,FALSE,0.3625,0.608108108,0.52,2.891545105,0.218589051,0.781410949,0.64116017
HDPE (Recycled),66.94,8.5,83,33,55,12.46,Food,FALSE,0.116666667,0.77027027,0.55,0.186136836,0.215747116,0.784252884,0.757977635
Mushroom Packaging,33.89,6.41,68,38,53,73.55,Food,FALSE,0.1375,0.567567568,0.53,2.170256649,0.217831363,0.782168637,0.687437429
Kraft Paper,42.45,10.98,84,65,88,99.7,Food,FALSE,0.25,0.783783784,0.88,2.34864541,0.218018754,0.781981246,0.794130447
Mushroom Packaging,24.9,13.44,68,87,61,34.37,Food,FALSE,0.341666667,0.567567568,0.61,1.38032123,0.217001564,0.782998436,0.652603213
PLA-coated Paper,33.47,9.82,97,224,77,104.59,Food,FALSE,0.9125,0.959459459,0.77,3.124887866,0.218834169,0.781165831,0.659004296
Mushroom Packaging,43.34,5.55,67,67,90,47.31,Food,FALSE,0.258333333,0.554054054,0.9,1.091601267,0.216698274,0.783301726,0.727458314
Cornstarch Polymer,21,8.02,89,75,66,90.26,Food,FALSE,0.291666667,0.851351351,0.66,4.298095033,0.220066582,0.779933418,0.759472093
Paperboard,39.1,4.59,82,72,53,69.98,Food,FALSE,0.279166667,0.756756757,0.53,1.789769775,0.217431675,0.782568325,0.708877442
HDPE (Recycled),61.66,9.82,74,93,74,102.95,Food,FALSE,0.366666667,0.648648649,0.74,1.669639934,0.217305483,0.782694517,0.696601557
Jute Fiber,34.3,13.8,60,136,55,79.25,Food,FALSE,0.545833333,0.459459459,0.55,2.310495559,0.217978679,0.782021321,0.556884835
Bamboo Fiber,64.49,2.14,91,32,91,99.19,Food,FALSE,0.1125,0.878378378,0.91,1.538067894,0.217167272,0.782832728,0.863096696
Bamboo Fiber,70.12,16.82,80,204,46,51.67,Food,FALSE,0.829166667,0.72972973,0.46,0.736879624,0.216325652,0.783674348,0.549545839
Cotton Padding,8.78,1.62,76,104,55,30.75,Food,FALSE,0.4125,0.675675676,0.55,3.502277505,0.219230604,0.780769396,0.654770052
Glassine Paper,27.49,1.23,100,87,77,57.38,Food,FALSE,0.341666667,1,0.77,2.087304398,0.217744225,0.782255775,0.814147277
PLA Bioplastic,12.46,11.22,60,63,50,63.47,Food,FALSE,0.241666667,0.459459459,0.5,5.093900073,0.220902546,0.779097454,0.622195535
Starch Foam,23.34,4.7,67,79,58,54.36,Food,FALSE,0.308333333,0.554054054,0.58,2.329048743,0.217998169,0.782001831,0.650633341
Hemp Fiber,54.62,15.91,58,154,42,61.84,Food,FALSE,0.620833333,0.432432432,0.42,1.132185992,0.216740907,0.783259093,0.50433617
Corrugated Cardboard,38.38,13.2,73,140,75,5.94,Food,FALSE,0.5625,0.635135135,0.75,0.154768104,0.215714164,0.784285836,0.645986999
Mushroom Packaging,26.92,9.82,91,117,70,66.76,Food,FALSE,0.466666667,0.878378378,0.7,2.479940473,0.218156675,0.781843325,0.732307678
Cornstarch Polymer,18,2.23,82,55,38,63.28,Food,FALSE,0.208333333,0.756756757,0.38,3.51555536,0.219244552,0.780755448,0.696132556
PLA-coated Paper,36.91,7.46,79,221,73,61.95,Food,FALSE,0.9,0.716216216,0.73,1.67840689,0.217314693,0.782685307,0.581536192
Bagasse (Sugarcane),18.32,6.97,75,116,96,19.58,Food,FALSE,0.4625,0.662162162,0.96,1.068777234,0.216674298,0.783325702,0.720855074
Kraft Paper,40.25,7.16,77,60,51,51.64,Food,FALSE,0.229166667,0.689189189,0.51,1.282981335,0.216899312,0.783100688,0.697240262
Seaweed-based,19.29,9.59,100,97,95,68.7,Food,FALSE,0.383333333,1,0.95,3.561430609,0.219292742,0.780707258,0.839343481
Bagasse (Sugarcane),22.66,8.6,85,117,100,100.77,Food,FALSE,0.466666667,0.797297297,1,4.447043052,0.220223046,0.779776954,0.767466761
HDPE (Recycled),48.86,8.48,100,113,64,84.68,Food,FALSE,0.45,1,0.64,1.733114987,0.217372162,0.782627838,0.76115696
PLA-coated Paper,28.82,5.21,73,107,58,53.08,Food,FALSE,0.425,0.635135135,0.58,1.84177648,0.217486307,0.782513693,0.645918964
Corrugated Cardboard,41.31,10.35,60,143,76,21.73,Food,FALSE,0.575,0.459459459,0.76,0.526022742,0.216104154,0.783895846,0.592061799
Recycled Paper,32.1,12.95,100,170,48,51.14,Food,FALSE,0.6875,1,0.48,1.593146368,0.217225129,0.782774871,0.669818718
PLA-coated Paper,37.14,8.8,73,74,100,36.06,Food,FALSE,0.2875,0.635135135,1,0.970920814,0.216571504,0.783428496,0.764522665
PLA Bioplastic,11.7,12.7,91,159,54,48.31,Food,FALSE,0.641666667,0.878378378,0.54,4.129059476,0.219889016,0.780110984,0.656124593
PLA-coated Paper,33.27,10.49,70,64,34,75.19,Food,FALSE,0.245833333,0.594594595,0.34,2.259993921,0.217925629,0.782074371,0.630438638
Seaweed-based,13.65,10.6,83,78,52,46.55,Food,FALSE,0.304166667,0.77027027,0.52,3.41025616,0.219133939,0.780866061,0.70425593
PLA-coated Paper,42.62,7.81,69,38,38,81.18,Food,FALSE,0.1375,0.581081081,0.38,1.904739514,0.217552447,0.782447553,0.661561213
Wheat Straw,25,5.04,57,137,65,60.21,Food,FALSE,0.55,0.418918919,0.65,2.408399904,0.218081524,0.781918476,0.563655295
HDPE (Recycled),70.61,9.82,77,89,67,64.35,Food,FALSE,0.35,0.689189189,0.67,0.911343989,0.21650892,0.78349108,0.699129527
Seaweed-based,35.5,9.12,99,106,64,73.94,Food,FALSE,0.420833333,0.986486486,0.64,2.082816843,0.217739511,0.782260489,0.764302735
Cotton Padding,21.99,15.83,83,92,87,50.37,Food,FALSE,0.3625,0.77027027,0.87,2.290586526,0.217957766,0.782042234,0.75996664
Starch Foam,13.84,8.92,84,20,62,73.17,Food,FALSE,0.0625,0.783783784,0.62,5.286849329,0.221105233,0.778894767,0.788233827
Bamboo Fiber,44.11,15.23,90,110,57,65.06,Food,FALSE,0.4375,0.864864865,0.57,1.474948958,0.217100967,0.782899033,0.709809218
HDPE (Recycled),81.02,9.82,100,72,69,146.2,Food,FALSE,0.279166667,1,0.69,1.804492696,0.217447141,0.782552859,0.813846548
Cellulose Film,21.15,4.39,100,144,65,35.05,Food,FALSE,0.579166667,1,0.65,1.657210324,0.217292426,0.782707574,0.730885227
Palm Leaf,7.34,4.47,89,84,89,39.58,Food,FALSE,0.329166667,0.851351351,0.89,5.392369838,0.221216078,0.778783922,0.795809719
Glassine Paper,41.33,11.36,80,128,94,24.59,Food,FALSE,0.5125,0.72972973,0.94,0.594967322,0.216176578,0.783823422,0.724749774
HDPE (Recycled),64.32,3.31,77,44,66,90.51,Food,FALSE,0.1625,0.689189189,0.66,1.407182814,0.217029781,0.782970219,0.743874311
Cornstarch Polymer,27.56,9.92,46,140,66,43.77,Food,FALSE,0.5625,0.27027027,0.66,1.588171205,0.217219903,0.782780097,0.518151105
Kraft Paper,55.45,10.96,52,39,44,104.91,Food,FALSE,0.141666667,0.351351351,0.44,1.891974718,0.217539038,0.782460962,0.603603979
Paperboard,38.15,9.65,67,70,85,68.87,Food,FALSE,0.270833333,0.554054054,0.85,1.805242417,0.217447929,0.782552071,0.714145901
PLA-coated Paper,44.75,6.65,86,92,58,46.24,Food,FALSE,0.3625,0.810810811,0.58,1.033296066,0.216637027,0.783362973,0.714458987
PLA Bioplastic,36.99,14.46,69,193,62,44.62,Food,FALSE,0.783333333,0.581081081,0.62,1.206271933,0.216818732,0.783181268,0.548286308
Recycled Paper,44.16,9.53,77,162,86,62.49,Food,FALSE,0.654166667,0.689189189,0.86,1.41508149,0.217038079,0.782961921,0.66095557
Jute Fiber,40.61,11.1,89,63,100,76.13,Food,FALSE,0.241666667,0.851351351,1,1.874661367,0.217520851,0.782479149,0.840608526
Mushroom Packaging,27.1,3.12,56,116,35,76.65,Food,FALSE,0.4625,0.405405405,0.35,2.82841318,0.218522733,0.781477267,0.521365938
Hemp Fiber,54.33,14.02,68,109,50,80.7,Food,FALSE,0.433333333,0.567567568,0.5,1.485367173,0.217111911,0.782888089,0.607658959
HDPE (Recycled),57.8,17.72,61,5,100,55.5,Food,FALSE,0,0.472972973,1,0.960207596,0.21656025,0.78343975,0.787751829
Cornstarch Polymer,47.06,5.94,80,118,71,78.15,Food,FALSE,0.470833333,0.72972973,0.71,1.660645949,0.217296035,0.782703965,0.688886577
Paperboard,37.29,17.81,77,184,100,41.62,Food,FALSE,0.745833333,0.689189189,1,1.116116891,0.216724027,0.783275973,0.666117417
Paperboard,41.06,12.67,83,122,62,4.31,Food,FALSE,0.4875,0.77027027,0.62,0.104968336,0.215661852,0.784338148,0.679290618
Paperboard,59,19.62,48,153,76,34.72,Food,FALSE,0.616666667,0.297297297,0.76,0.588474566,0.216169758,0.783830242,0.532980083
Cotton Padding,20.77,9.82,94,127,87,81.71,Food,FALSE,0.508333333,0.918918919,0.87,3.934039291,0.219684154,0.780315846,0.767671304
Jute Fiber,69.95,10.03,81,73,78,62.09,Food,FALSE,0.283333333,0.743243243,0.78,0.887634012,0.216484014,0.783515986,0.754018636
Jute Fiber,67.08,18.51,80,110,49,56.4,Food,FALSE,0.4375,0.72972973,0.49,0.840787107,0.216434803,0.783565197,0.653435218
Hemp Fiber,57.23,9.49,85,116,54,128.84,Food,FALSE,0.4625,0.797297297,0.54,2.251266779,0.217916462,0.782083538,0.677085074
Seaweed-based,-0.62,4.67,83,167,71,33.8,Food,FALSE,0.675,0.77027027,0.71,-54.51621696,0.158284244,0.841715756,0.66476002
Hemp Fiber,51.38,12.86,84,114,76,72.38,Food,FALSE,0.454166667,0.783783784,0.76,1.408719319,0.217031395,0.782968605,0.71933562
Starch Foam,34.88,0.67,100,78,54,35.09,Food,FALSE,0.304166667,1,0.54,1.006020613,0.216608375,0.783391625,0.77780624
Glassine Paper,42.63,8.22,73,49,72,56.78,Food,FALSE,0.183333333,0.635135135,0.72,1.331925843,0.216950727,0.783049273,0.734469526
Hemp Fiber,50.52,9.82,89,130,66,46.23,Food,FALSE,0.520833333,0.851351351,0.66,0.915083117,0.216512848,0.783487152,0.70306886
Cellulose Film,16.58,14.71,77,126,66,58.21,Food,FALSE,0.504166667,0.689189189,0.66,3.510856242,0.219239615,0.780760385,0.657905186
Hemp Fiber,56.5,15.65,55,113,63,57.48,Food,FALSE,0.45,0.391891892,0.63,1.017345115,0.216620271,0.783379729,0.5769125
Starch Foam,25.46,16.28,64,104,63,106.14,Food,FALSE,0.4125,0.513513514,0.63,4.168892216,0.219930859,0.780069141,0.621946339
Hemp Fiber,83.41,8.31,79,38,81,103.61,Food,FALSE,0.1375,0.716216216,0.81,1.242177182,0.216856449,0.783143551,0.788275753
Seaweed-based,13.49,10.85,90,87,73,109.13,Food,FALSE,0.341666667,0.864864865,0.73,8.089695471,0.224049523,0.775950477,0.764030412
Jute Fiber,55.9,12.72,64,131,100,101.15,Food,FALSE,0.525,0.513513514,1,1.809481184,0.217452381,0.782547619,0.668440959
Wheat Straw,21.88,7.71,80,134,47,64.34,Food,FALSE,0.5375,0.72972973,0.47,2.940584875,0.218640566,0.781359434,0.623883778
Palm Leaf,40.68,10.54,86,112,46,121.97,Food,FALSE,0.445833333,0.810810811,0.46,2.998279179,0.218701171,0.781298829,0.669109617
Bagasse (Sugarcane),29.39,2.72,100,78,90,93.92,Food,FALSE,0.304166667,1,0.9,3.195644668,0.218908497,0.781091503,0.849231209
Bamboo Fiber,67.88,12.72,64,82,88,75.54,Food,FALSE,0.320833333,0.513513514,0.88,1.112846183,0.216720591,0.783279409,0.695665573
Seaweed-based,14.73,7.45,84,167,43,85.96,Food,FALSE,0.675,0.783783784,0.43,5.83570904,0.22168179,0.77831821,0.596964688
Bamboo Fiber,37.7,11.3,89,100,80,117.62,Food,FALSE,0.395833333,0.851351351,0.8,3.119893816,0.218828923,0.781171077,0.761739841
Kraft Paper,43.52,13.11,93,54,66,39.17,Food,FALSE,0.204166667,0.905405405,0.66,0.900045935,0.216497052,0.783502948,0.798455692
PLA-coated Paper,50.45,15.46,67,77,67,76.49,Food,FALSE,0.3,0.554054054,0.67,1.516154578,0.217144252,0.782855748,0.670930153
Hemp Fiber,55.67,12.09,100,158,54,85.97,Food,FALSE,0.6375,1,0.54,1.544278758,0.217173796,0.782826204,0.694331551
Bamboo Fiber,63.65,5.92,74,118,48,94.42,Food,FALSE,0.470833333,0.648648649,0.48,1.483424957,0.217109871,0.782890129,0.618608793
Cotton Padding,24.04,20.98,59,130,69,66.58,Food,FALSE,0.520833333,0.445945946,0.69,2.769550634,0.2184609,0.7815391,0.586960225
Cotton Padding,7.16,3.64,79,68,42,49,Food,FALSE,0.2625,0.716216216,0.42,6.843574463,0.222740517,0.777259483,0.677554736
Cellulose Film,17.04,12.91,43,135,42,44.89,Food,FALSE,0.541666667,0.22972973,0.42,2.634389517,0.218318918,0.781681082,0.462922523
Kraft Paper,12.39,10.33,77,42,46,55.92,Food,FALSE,0.154166667,0.689189189,0.46,4.513316827,0.220292664,0.779707336,0.705141924
