Material_Type,Tensile_Strength_MPa,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,Moisture_Barrier_Grade,AI_Recommendation,Cost_Per_Package
Bioplastic (PLA),53.8,4.8,92.9,2.21,54.0,9,Highly Recommended,200.6
Bamboo Fiber,59.8,5.0,95.7,1.05,31.3,6,Highly Recommended,199.6
Bioplastic (PLA),50.7,9.1,87.3,1.76,41.8,8,Highly Recommended,232.4
Bagasse (Sugarcane),28.2,9.6,95.3,1.25,59.5,5,Highly Recommended,177.4
Virgin Plastic (PP),64.5,4.5,2.9,4.72,19.9,10,Avoid,224.0
Recycled Cardboard,20.0,7.0,94.4,1.17,92.1,4,Highly Recommended,130.0
Bioplastic (PLA),61.9,8.2,83.3,2.42,54.0,9,Highly Recommended,250.8
Mushroom Mycelium,23.0,7.7,100.0,0.37,100.0,6,Highly Recommended,153.0
Mushroom Mycelium,10.3,0.9,100.0,0.28,100.0,6,Highly Recommended,59.6
Aluminum Foil,26.6,6.4,0.0,10.85,91.4,10,Avoid,167.2
Bioplastic (PLA),51.0,5.3,90.1,2.17,48.3,8,Highly Recommended,195.0
Mushroom Mycelium,14.1,2.1,100.0,0.36,100.0,5,Highly Recommended,74.2
Mushroom Mycelium,14.0,7.1,100.0,0.36,100.0,4,Highly Recommended,119.0
Mushroom Mycelium,14.0,4.2,100.0,0.21,100.0,5,Highly Recommended,95.0
Virgin Plastic (PP),85.1,4.1,1.0,5.76,18.6,10,Avoid,261.2
Bioplastic (PLA),64.0,4.5,86.6,2.27,56.0,8,Highly Recommended,213.0
Bioplastic (PLA),55.8,2.0,83.2,1.55,54.7,9,Highly Recommended,176.6
Mushroom Mycelium,15.0,9.2,100.0,0.22,100.0,5,Highly Recommended,147.0
Virgin Plastic (PP),60.4,5.0,1.6,4.12,23.0,10,Avoid,220.8
Bioplastic (PLA),58.3,2.0,89.2,1.75,56.0,9,Highly Recommended,181.6
Bamboo Fiber,58.8,9.8,99.7,0.75,49.2,7,Highly Recommended,250.6
Bioplastic (PLA),55.4,0.9,84.3,2.46,41.9,9,Consider as Option,164.8
Bamboo Fiber,58.2,5.9,99.5,1.13,47.8,7,Highly Recommended,210.4
Bagasse (Sugarcane),29.4,5.9,99.2,1.1,50.9,5,Highly Recommended,142.8
Edible Seaweed Film,5.5,7.3,100.0,0.44,9.8,3,Consider as Option,99.0
Edible Seaweed Film,5.2,4.8,100.0,0.35,2.8,3,Consider as Option,73.4
Aluminum Foil,44.2,9.9,0.0,9.4,95.2,10,Avoid,237.4
Mushroom Mycelium,12.7,5.8,100.0,0.17,100.0,6,Highly Recommended,113.4
Recycled Cardboard,18.9,3.2,99.0,0.84,82.7,3,Highly Recommended,84.8
Aluminum Foil,30.0,1.0,0.0,8.17,94.0,10,Avoid,120.0
Bagasse (Sugarcane),36.4,5.4,95.7,1.4,57.0,7,Highly Recommended,161.8
Bioplastic (PLA),66.5,7.8,93.3,1.88,53.9,9,Highly Recommended,256.0
Virgin Plastic (PP),81.6,7.0,1.1,5.06,15.2,10,Avoid,283.2
Bioplastic (PLA),67.8,6.4,86.6,2.48,54.3,8,Consider as Option,239.6
Bamboo Fiber,41.5,6.9,97.0,0.59,35.8,7,Highly Recommended,187.0
Bamboo Fiber,41.8,8.7,96.2,0.91,45.2,8,Highly Recommended,210.6
Edible Seaweed Film,5.4,4.5,100.0,0.6,0.7,4,Consider as Option,75.8
Bioplastic (PLA),53.6,6.1,82.4,2.48,55.9,8,Consider as Option,208.2
Bagasse (Sugarcane),38.0,1.9,95.4,1.09,57.6,5,Highly Recommended,120.0
Bamboo Fiber,42.9,1.5,96.8,0.56,44.2,8,Highly Recommended,140.8
Bamboo Fiber,51.7,5.4,98.4,0.59,42.2,8,Highly Recommended,197.4
Virgin Plastic (PP),67.8,9.9,3.3,4.77,26.0,10,Avoid,284.6
Bagasse (Sugarcane),40.0,2.4,97.0,1.3,67.7,5,Highly Recommended,129.0
Bamboo Fiber,52.1,7.5,98.9,1.02,35.6,6,Highly Recommended,209.2
Virgin Plastic (PP),68.8,4.4,3.5,5.45,14.8,10,Avoid,231.6
Mushroom Mycelium,24.8,5.0,100.0,0.14,100.0,6,Highly Recommended,129.6
Mushroom Mycelium,23.0,9.1,100.0,0.35,100.0,5,Highly Recommended,162.0
Aluminum Foil,37.6,3.8,0.0,10.84,90.1,10,Avoid,163.2
Edible Seaweed Film,9.7,2.2,100.0,0.5,9.4,2,Consider as Option,51.4
Mushroom Mycelium,22.4,1.4,100.0,0.16,100.0,4,Highly Recommended,78.8
Virgin Plastic (PP),75.0,2.8,1.6,5.62,10.5,10,Avoid,228.0
Edible Seaweed Film,14.3,3.1,100.0,0.45,3.9,2,Consider as Option,69.6
Edible Seaweed Film,11.1,3.1,100.0,0.59,8.1,3,Consider as Option,68.2
Virgin Plastic (PP),84.7,5.4,3.5,4.36,23.6,10,Avoid,273.4
Virgin Plastic (PP),70.0,8.0,2.3,4.74,24.9,10,Avoid,270.0
Edible Seaweed Film,7.5,0.5,100.0,0.2,3.0,2,Consider as Option,30.0
Bioplastic (PLA),70.5,1.2,86.8,2.36,40.6,9,Consider as Option,198.0
Bagasse (Sugarcane),23.0,9.0,95.4,1.01,57.0,7,Highly Recommended,171.0
Bamboo Fiber,59.4,6.6,97.5,1.05,40.6,6,Highly Recommended,214.8
Edible Seaweed Film,11.6,9.8,100.0,0.5,8.8,3,Consider as Option,136.2
Virgin Plastic (PP),60.6,2.9,0.6,4.36,24.5,10,Avoid,200.2
Bamboo Fiber,55.3,2.9,99.3,0.54,35.3,7,Highly Recommended,174.6
Bagasse (Sugarcane),25.8,1.4,97.4,1.08,53.5,6,Highly Recommended,95.6
Bamboo Fiber,57.3,8.7,96.2,0.99,39.9,6,Highly Recommended,231.6
Bioplastic (PLA),54.7,6.3,91.4,2.01,54.0,9,Highly Recommended,217.4
Mushroom Mycelium,16.2,3.2,100.0,0.18,100.0,5,Highly Recommended,89.4
Recycled Cardboard,34.2,4.2,94.6,1.36,88.9,5,Highly Recommended,135.4
Bioplastic (PLA),66.7,6.4,86.3,2.41,41.7,9,Consider as Option,242.4
Mushroom Mycelium,11.7,5.8,100.0,0.18,100.0,5,Highly Recommended,106.4
Mushroom Mycelium,21.2,2.1,100.0,0.19,100.0,4,Highly Recommended,83.4
Bioplastic (PLA),52.6,6.6,80.2,2.33,57.9,9,Highly Recommended,216.2
Bagasse (Sugarcane),27.2,6.5,97.0,1.16,67.2,5,Highly Recommended,144.4
Edible Seaweed Film,13.4,0.9,100.0,0.36,1.8,3,Consider as Option,50.8
Recycled Cardboard,21.8,8.1,90.8,1.48,89.8,3,Highly Recommended,139.6
Edible Seaweed Film,5.6,5.3,100.0,0.58,7.9,3,Consider as Option,79.2
Recycled Cardboard,30.9,2.6,96.5,1.2,80.1,5,Highly Recommended,112.8
Aluminum Foil,42.3,4.0,0.0,9.86,98.0,10,Avoid,174.6
Bioplastic (PLA),58.5,6.9,81.6,1.71,48.5,9,Highly Recommended,231.0
Bioplastic (PLA),53.8,4.9,88.7,1.77,43.0,8,Highly Recommended,196.6
Recycled Cardboard,27.0,2.5,92.7,1.25,92.6,3,Highly Recommended,94.0
Edible Seaweed Film,11.1,8.8,100.0,0.27,9.1,3,Consider as Option,125.2
Aluminum Foil,24.3,9.5,0.0,8.93,92.7,10,Avoid,193.6
Recycled Cardboard,16.2,7.1,99.0,0.81,93.6,5,Highly Recommended,128.4
Bagasse (Sugarcane),31.9,6.1,95.8,0.97,67.2,7,Highly Recommended,159.8
Aluminum Foil,29.7,6.4,0.0,10.3,90.1,10,Avoid,173.4
Mushroom Mycelium,10.4,8.0,100.0,0.38,100.0,6,Highly Recommended,130.8
Bagasse (Sugarcane),20.1,0.7,95.9,1.36,60.1,7,Highly Recommended,82.2
Bioplastic (PLA),71.3,8.4,91.8,2.42,57.9,8,Highly Recommended,266.6
Bamboo Fiber,47.3,9.5,99.1,1.05,44.5,7,Highly Recommended,224.6
Bamboo Fiber,46.9,1.0,98.1,0.95,45.0,6,Highly Recommended,133.8
Mushroom Mycelium,19.2,2.0,100.0,0.23,100.0,6,Highly Recommended,88.4
Bamboo Fiber,49.1,8.4,99.0,1.06,35.4,8,Highly Recommended,222.2
Bamboo Fiber,54.3,0.7,98.8,0.59,35.4,7,Highly Recommended,150.6
Edible Seaweed Film,14.8,8.2,100.0,0.47,2.9,2,Consider as Option,121.6
Mushroom Mycelium,16.5,0.7,100.0,0.4,100.0,5,Highly Recommended,65.0
Aluminum Foil,35.2,2.4,0.0,10.23,93.8,10,Avoid,144.4
Recycled Cardboard,29.4,0.5,95.4,1.49,87.2,5,Highly Recommended,88.8
Edible Seaweed Film,13.0,8.0,100.0,0.57,5.5,2,Consider as Option,116.0
Bamboo Fiber,55.3,1.5,95.8,0.88,34.7,7,Highly Recommended,160.6
Virgin Plastic (PP),65.8,4.1,2.8,4.42,23.9,10,Avoid,222.6
Edible Seaweed Film,10.1,8.1,100.0,0.25,0.1,3,Consider as Option,116.2
Virgin Plastic (PP),82.4,6.5,0.9,4.64,16.6,10,Avoid,279.8
Bagasse (Sugarcane),36.9,4.3,99.3,1.36,55.6,5,Highly Recommended,141.8
Mushroom Mycelium,21.3,5.3,100.0,0.18,100.0,6,Highly Recommended,125.6
Edible Seaweed Film,14.1,1.3,100.0,0.48,2.6,4,Consider as Option,61.2
Bagasse (Sugarcane),28.2,6.0,95.1,1.4,68.3,6,Highly Recommended,146.4
Recycled Cardboard,17.1,1.9,99.8,0.98,94.3,5,Highly Recommended,78.2
Bagasse (Sugarcane),34.8,6.1,95.3,1.27,56.7,7,Highly Recommended,165.6
Edible Seaweed Film,5.1,4.9,100.0,0.24,7.3,2,Consider as Option,69.2
Aluminum Foil,40.2,0.6,0.0,8.75,98.6,10,Avoid,136.4
Aluminum Foil,40.0,3.3,0.0,8.08,91.0,10,Avoid,163.0
Bioplastic (PLA),73.8,4.6,80.9,1.76,54.1,8,Highly Recommended,233.6
Mushroom Mycelium,19.8,7.2,100.0,0.13,100.0,5,Highly Recommended,136.6
Aluminum Foil,43.2,8.1,0.0,9.15,91.7,10,Avoid,217.4
Mushroom Mycelium,20.0,8.4,100.0,0.19,100.0,5,Highly Recommended,149.0
Virgin Plastic (PP),72.3,5.7,2.3,5.23,29.7,10,Avoid,251.6
Virgin Plastic (PP),80.9,8.1,1.9,4.85,23.9,10,Avoid,292.8
Bioplastic (PLA),53.0,3.0,93.2,2.42,50.4,8,Highly Recommended,176.0
Virgin Plastic (PP),90.0,0.5,3.0,3.85,10.1,10,Avoid,235.0
Virgin Plastic (PP),89.8,8.6,2.9,5.12,25.6,10,Avoid,315.6
Virgin Plastic (PP),79.6,7.8,1.8,5.12,19.5,10,Avoid,287.2
Bamboo Fiber,59.6,2.6,98.3,1.09,47.0,7,Highly Recommended,180.2
Bioplastic (PLA),60.8,3.7,94.1,2.28,53.9,8,Highly Recommended,198.6
Edible Seaweed Film,7.5,8.6,100.0,0.31,1.8,4,Consider as Option,121.0
Bagasse (Sugarcane),32.3,5.9,99.4,1.02,59.7,7,Highly Recommended,158.6
Edible Seaweed Film,5.2,5.1,100.0,0.49,3.4,3,Consider as Option,76.4
Mushroom Mycelium,13.4,9.7,100.0,0.11,100.0,6,Highly Recommended,153.8
Aluminum Foil,44.8,5.9,0.0,10.29,97.3,10,Avoid,198.6
Mushroom Mycelium,17.9,2.2,100.0,0.16,100.0,5,Highly Recommended,82.8
Aluminum Foil,27.7,6.3,0.0,8.97,92.2,10,Avoid,168.4
Bamboo Fiber,45.0,0.8,97.1,0.85,45.3,8,Highly Recommended,138.0
Aluminum Foil,37.5,1.3,0.0,9.61,93.7,10,Avoid,138.0
Virgin Plastic (PP),65.1,9.7,3.7,5.93,10.1,10,Avoid,277.2
Mushroom Mycelium,17.4,1.3,100.0,0.32,100.0,5,Highly Recommended,72.8
Recycled Cardboard,26.6,7.6,93.5,1.25,96.0,3,Highly Recommended,144.2
Recycled Cardboard,27.6,1.8,98.7,1.44,83.8,4,Highly Recommended,93.2
Bamboo Fiber,43.7,4.5,95.9,1.18,30.0,7,Highly Recommended,167.4
Virgin Plastic (PP),60.7,5.8,0.2,4.87,15.7,10,Avoid,229.4
Mushroom Mycelium,23.0,3.3,100.0,0.35,100.0,6,Highly Recommended,109.0
Virgin Plastic (PP),80.4,3.3,4.1,4.7,19.2,10,Avoid,243.8
Virgin Plastic (PP),60.3,8.0,1.7,3.71,24.8,10,Avoid,250.6
Virgin Plastic (PP),88.0,5.0,1.3,4.31,21.1,10,Avoid,276.0
Bioplastic (PLA),54.8,3.3,82.6,1.93,53.8,9,Highly Recommended,187.6
Bamboo Fiber,44.7,7.9,98.1,0.92,30.2,8,Highly Recommended,208.4
Recycled Cardboard,28.5,4.8,93.4,1.14,94.2,3,Highly Recommended,120.0
Bagasse (Sugarcane),26.7,1.0,99.3,1.36,69.7,7,Highly Recommended,98.4
Aluminum Foil,43.4,5.2,0.0,10.5,90.5,10,Avoid,188.8
Bagasse (Sugarcane),34.6,4.8,95.3,1.02,54.8,5,Highly Recommended,142.2
Bioplastic (PLA),65.5,1.6,91.2,1.64,53.0,8,Highly Recommended,187.0
Recycled Cardboard,29.8,8.6,94.9,1.3,97.7,5,Highly Recommended,170.6
Aluminum Foil,31.3,0.7,0.0,8.15,90.7,10,Avoid,119.6
Recycled Cardboard,15.4,7.7,95.8,1.12,90.9,3,Highly Recommended,122.8
Bamboo Fiber,49.0,3.2,99.1,0.7,49.3,7,Highly Recommended,165.0
Bagasse (Sugarcane),24.6,2.7,97.3,1.0,68.6,6,Highly Recommended,106.2
Recycled Cardboard,32.4,3.7,98.7,1.03,92.7,5,Highly Recommended,126.8
Aluminum Foil,38.2,5.6,0.0,9.62,99.1,10,Avoid,182.4
Recycled Cardboard,34.4,0.8,94.0,1.32,99.7,3,Highly Recommended,91.8
Mushroom Mycelium,17.6,1.3,100.0,0.37,100.0,5,Highly Recommended,73.2
Bioplastic (PLA),56.4,9.9,89.8,2.09,51.0,8,Highly Recommended,251.8
Aluminum Foil,43.4,6.0,0.0,10.77,95.6,10,Avoid,196.8
Virgin Plastic (PP),61.4,5.0,1.5,4.3,13.6,10,Avoid,222.8
Edible Seaweed Film,12.9,1.4,100.0,0.45,5.3,3,Consider as Option,54.8
Bagasse (Sugarcane),38.5,6.9,99.7,1.11,53.1,7,Highly Recommended,181.0
Bamboo Fiber,42.8,7.0,97.9,1.18,45.1,8,Highly Recommended,195.6
Mushroom Mycelium,17.2,2.0,100.0,0.38,100.0,4,Highly Recommended,74.4
Mushroom Mycelium,17.2,4.8,100.0,0.32,100.0,5,Highly Recommended,107.4
Bioplastic (PLA),52.8,5.2,93.8,1.62,41.1,9,Highly Recommended,202.6
Bioplastic (PLA),70.6,4.5,85.9,1.93,52.1,8,Highly Recommended,226.2
Edible Seaweed Film,8.2,5.8,100.0,0.34,9.2,3,Consider as Option,89.4
Virgin Plastic (PP),76.4,8.8,0.7,3.6,10.7,10,Avoid,290.8
Bioplastic (PLA),71.1,7.9,87.8,1.66,45.4,8,Highly Recommended,261.2
Recycled Cardboard,31.5,5.8,93.0,0.9,81.7,3,Highly Recommended,136.0
Aluminum Foil,27.4,2.0,0.0,8.35,94.1,10,Avoid,124.8
Aluminum Foil,38.3,7.6,0.0,10.93,99.0,10,Avoid,202.6
Recycled Cardboard,34.7,9.5,91.9,1.38,80.4,4,Highly Recommended,184.4
Bamboo Fiber,40.1,6.7,96.2,0.73,31.5,6,Highly Recommended,177.2
Mushroom Mycelium,24.7,7.5,100.0,0.18,100.0,4,Highly Recommended,144.4
Mushroom Mycelium,10.8,4.0,100.0,0.29,100.0,6,Highly Recommended,91.6
Virgin Plastic (PP),80.8,0.7,3.9,4.95,24.3,10,Avoid,218.6
Recycled Cardboard,15.7,6.3,99.9,1.42,86.0,3,Highly Recommended,109.4
Edible Seaweed Film,9.0,10.0,100.0,0.21,3.9,3,Consider as Option,133.0
Bagasse (Sugarcane),22.5,6.1,98.9,1.25,63.5,7,Highly Recommended,141.0
Bioplastic (PLA),69.0,6.8,86.1,2.29,46.4,8,Consider as Option,246.0
Edible Seaweed Film,12.4,7.8,100.0,0.32,2.2,4,Consider as Option,122.8
Bamboo Fiber,45.1,3.9,97.1,0.59,30.8,7,Highly Recommended,164.2
Bioplastic (PLA),50.3,9.7,80.1,2.44,50.8,9,Consider as Option,242.6
Bamboo Fiber,41.5,5.9,98.9,0.89,36.7,7,Highly Recommended,177.0
Bamboo Fiber,48.9,3.5,98.5,1.0,47.9,6,Highly Recommended,162.8
Bamboo Fiber,57.4,1.9,99.4,1.03,38.3,6,Highly Recommended,163.8
Edible Seaweed Film,13.5,6.3,100.0,0.56,1.9,4,Consider as Option,110.0
Virgin Plastic (PP),88.4,7.0,0.3,4.99,16.9,10,Avoid,296.8
Virgin Plastic (PP),69.1,2.2,4.1,5.97,20.7,10,Avoid,210.2
Edible Seaweed Film,8.8,5.6,100.0,0.35,0.7,2,Consider as Option,83.6
Bagasse (Sugarcane),38.3,4.9,96.7,1.34,63.6,7,Highly Recommended,160.6
Bagasse (Sugarcane),25.9,9.9,96.6,1.32,54.6,7,Highly Recommended,185.8
Aluminum Foil,24.9,4.0,0.0,10.6,91.6,10,Avoid,139.8
Aluminum Foil,34.3,8.4,0.0,9.44,92.1,10,Avoid,202.6
Virgin Plastic (PP),64.9,4.4,2.5,4.71,11.3,10,Avoid,223.8
Recycled Cardboard,17.7,7.2,99.3,1.36,97.5,4,Highly Recommended,127.4
Edible Seaweed Film,8.8,6.2,100.0,0.2,0.1,4,Consider as Option,99.6
Bagasse (Sugarcane),32.2,8.1,98.2,1.14,61.2,5,Highly Recommended,170.4
Bioplastic (PLA),73.5,4.0,86.2,2.0,50.3,9,Highly Recommended,232.0
Bioplastic (PLA),55.8,0.9,89.3,1.5,58.5,9,Highly Recommended,165.6
Bagasse (Sugarcane),21.7,1.6,98.3,1.0,64.0,7,Highly Recommended,94.4
Aluminum Foil,39.5,4.2,0.0,11.64,94.1,10,Avoid,171.0
Bagasse (Sugarcane),34.9,4.2,95.6,1.32,64.9,5,Highly Recommended,136.8
Virgin Plastic (PP),64.8,1.9,3.1,6.0,21.9,10,Avoid,198.6
Virgin Plastic (PP),67.6,7.7,2.8,5.66,28.3,10,Avoid,262.2
Virgin Plastic (PP),72.0,6.9,4.7,4.42,20.3,10,Avoid,263.0
Recycled Cardboard,30.7,7.1,95.4,1.48,86.8,5,Highly Recommended,157.4
Recycled Cardboard,32.3,8.7,92.5,1.36,82.5,5,Highly Recommended,176.6
Virgin Plastic (PP),66.5,3.4,1.4,4.77,19.6,10,Avoid,217.0
Aluminum Foil,38.4,5.4,0.0,10.59,97.9,10,Avoid,180.8
Virgin Plastic (PP),72.2,5.4,1.9,3.82,20.6,10,Avoid,248.4
Edible Seaweed Film,9.9,1.3,100.0,0.32,9.8,4,Consider as Option,52.8
Bagasse (Sugarcane),20.4,3.7,99.7,1.15,54.5,5,Highly Recommended,102.8
Mushroom Mycelium,21.2,8.7,100.0,0.12,100.0,6,Highly Recommended,159.4
Edible Seaweed Film,6.6,3.9,100.0,0.48,4.7,3,Consider as Option,67.2
Recycled Cardboard,19.3,8.3,97.8,1.31,98.3,3,Highly Recommended,136.6
Bagasse (Sugarcane),29.5,8.0,97.4,1.07,70.0,5,Highly Recommended,164.0
Bioplastic (PLA),52.4,4.8,87.5,2.18,50.0,9,Highly Recommended,197.8
Edible Seaweed Film,10.1,2.8,100.0,0.36,5.9,4,Consider as Option,68.2
Bioplastic (PLA),61.8,7.8,88.4,1.88,42.5,8,Highly Recommended,241.6
Aluminum Foil,35.8,9.1,0.0,11.1,93.3,10,Avoid,212.6
Aluminum Foil,28.5,1.3,0.0,10.51,99.6,10,Avoid,120.0
Mushroom Mycelium,17.7,3.9,100.0,0.26,100.0,5,Highly Recommended,99.4
Bamboo Fiber,40.6,9.9,98.6,0.56,38.5,7,Highly Recommended,215.2
Edible Seaweed Film,10.7,0.5,100.0,0.5,1.0,4,Consider as Option,46.4
Virgin Plastic (PP),77.0,1.3,2.4,4.01,13.8,10,Avoid,217.0
Bioplastic (PLA),69.8,1.4,86.0,1.86,42.8,8,Consider as Option,193.6
Bioplastic (PLA),64.0,5.9,91.2,2.17,52.2,8,Highly Recommended,227.0
Edible Seaweed Film,5.9,6.1,100.0,0.36,2.8,3,Consider as Option,87.8
Virgin Plastic (PP),79.4,5.9,2.6,4.9,13.8,10,Avoid,267.8
Mushroom Mycelium,11.3,5.7,100.0,0.11,100.0,4,Highly Recommended,99.6
Bioplastic (PLA),59.3,5.0,85.3,1.84,59.6,8,Highly Recommended,208.6
Bagasse (Sugarcane),35.6,9.3,97.3,1.08,61.2,5,Highly Recommended,189.2
Bamboo Fiber,54.1,5.2,95.6,0.6,36.4,6,Highly Recommended,190.2
Aluminum Foil,23.8,6.8,0.0,8.15,90.6,10,Avoid,165.6
Bagasse (Sugarcane),34.2,3.3,99.3,1.01,56.9,6,Highly Recommended,131.4
Mushroom Mycelium,14.5,2.9,100.0,0.31,100.0,6,Highly Recommended,88.0
Aluminum Foil,32.3,7.4,0.0,10.75,98.9,10,Avoid,188.6
Aluminum Foil,27.3,9.5,0.0,8.78,94.1,10,Avoid,199.6
Bagasse (Sugarcane),26.0,4.9,96.8,1.02,66.1,5,Highly Recommended,126.0
Bamboo Fiber,57.6,8.9,95.4,1.02,46.6,8,Highly Recommended,244.2
Bagasse (Sugarcane),28.4,1.1,96.6,1.31,61.9,7,Highly Recommended,102.8
Recycled Cardboard,25.9,0.9,94.1,1.11,98.8,4,Highly Recommended,80.8
Edible Seaweed Film,12.8,5.4,100.0,0.39,0.9,3,Consider as Option,94.6
Bamboo Fiber,47.8,1.3,98.0,0.9,39.9,7,Highly Recommended,143.6
Recycled Cardboard,25.3,8.5,91.2,1.38,83.0,3,Highly Recommended,150.6
Edible Seaweed Film,10.1,0.9,100.0,0.21,5.8,3,Consider as Option,44.2
Aluminum Foil,32.3,6.7,0.0,8.81,91.3,10,Avoid,181.6
Bagasse (Sugarcane),35.3,2.4,98.9,1.34,50.6,6,Highly Recommended,124.6
Bioplastic (PLA),75.0,4.3,89.4,2.17,48.9,9,Highly Recommended,238.0
Virgin Plastic (PP),81.0,8.7,4.1,5.55,20.6,10,Avoid,299.0
Recycled Cardboard,29.2,6.1,90.2,0.93,92.1,4,Highly Recommended,139.4
Bagasse (Sugarcane),36.5,7.2,98.3,0.96,55.6,5,Highly Recommended,170.0
Bagasse (Sugarcane),37.0,2.2,98.8,1.09,64.3,7,Highly Recommended,131.0
Bioplastic (PLA),67.7,9.0,93.6,2.0,52.7,9,Highly Recommended,270.4
Edible Seaweed Film,7.8,7.0,100.0,0.27,6.0,2,Consider as Option,95.6
Edible Seaweed Film,6.0,5.7,100.0,0.51,2.6,2,Consider as Option,79.0
Recycled Cardboard,26.0,2.6,99.2,1.22,88.3,4,Highly Recommended,98.0
Virgin Plastic (PP),72.3,3.3,4.8,4.43,15.0,10,Avoid,227.6
Bagasse (Sugarcane),31.4,3.9,98.0,1.12,58.5,5,Highly Recommended,126.8
Bagasse (Sugarcane),24.5,7.7,99.9,0.97,52.2,5,Highly Recommended,151.0
Mushroom Mycelium,22.7,0.8,100.0,0.12,100.0,5,Highly Recommended,78.4
Bagasse (Sugarcane),30.5,8.4,96.6,1.24,59.7,5,Highly Recommended,170.0
Mushroom Mycelium,15.4,4.8,100.0,0.36,100.0,6,Highly Recommended,108.8
Bioplastic (PLA),54.1,9.9,88.9,1.7,49.4,9,Highly Recommended,252.2
Bamboo Fiber,53.4,4.4,96.1,0.67,43.4,7,Highly Recommended,185.8
Edible Seaweed Film,14.8,9.2,100.0,0.28,0.4,4,Consider as Option,141.6
Bamboo Fiber,54.6,5.5,99.9,0.89,32.5,7,Highly Recommended,199.2
Edible Seaweed Film,10.6,2.5,100.0,0.27,2.0,3,Consider as Option,61.2
Edible Seaweed Film,9.6,3.1,100.0,0.36,9.3,2,Consider as Option,60.2
Edible Seaweed Film,5.1,3.2,100.0,0.29,8.6,4,Consider as Option,62.2
Mushroom Mycelium,22.6,7.4,100.0,0.22,100.0,5,Highly Recommended,144.2
Bagasse (Sugarcane),23.0,7.8,97.1,1.09,60.8,6,Highly Recommended,154.0
Recycled Cardboard,19.7,8.4,98.9,1.21,93.2,4,Highly Recommended,143.4
Virgin Plastic (PP),75.6,6.5,0.2,4.01,26.1,10,Avoid,266.2
Edible Seaweed Film,9.0,1.0,100.0,0.45,2.2,4,Consider as Option,48.0
Bamboo Fiber,53.9,3.5,99.4,0.63,32.6,7,Highly Recommended,177.8
Recycled Cardboard,18.0,8.6,94.7,1.29,85.3,5,Highly Recommended,147.0
Bioplastic (PLA),63.5,6.1,83.8,2.37,49.9,9,Consider as Option,233.0
Bioplastic (PLA),65.8,2.4,91.3,2.15,45.4,8,Highly Recommended,195.6
Edible Seaweed Film,8.8,4.5,100.0,0.33,6.5,2,Consider as Option,72.6
Aluminum Foil,27.3,7.1,0.0,10.66,97.0,10,Avoid,175.6
Edible Seaweed Film,10.2,1.1,100.0,0.33,2.7,3,Consider as Option,46.4
Bagasse (Sugarcane),38.1,6.0,95.0,1.13,61.8,5,Highly Recommended,161.2
Edible Seaweed Film,9.7,1.1,100.0,0.57,8.7,4,Consider as Option,50.4
Virgin Plastic (PP),68.1,5.5,2.5,5.27,24.8,10,Avoid,241.2
Recycled Cardboard,17.8,4.4,91.8,1.2,81.4,4,Highly Recommended,99.6
Virgin Plastic (PP),74.6,2.6,0.9,3.51,18.6,10,Avoid,225.2
Recycled Cardboard,20.0,5.0,92.1,1.31,99.3,5,Highly Recommended,115.0
Mushroom Mycelium,12.8,2.6,100.0,0.2,100.0,5,Highly Recommended,76.6
Virgin Plastic (PP),77.1,1.7,4.1,5.67,26.2,10,Avoid,221.2
Bagasse (Sugarcane),39.1,9.4,96.0,1.17,60.4,6,Highly Recommended,202.2
Bioplastic (PLA),74.2,2.2,92.0,2.01,49.5,9,Highly Recommended,215.4
Aluminum Foil,30.8,4.7,0.0,11.03,96.3,10,Avoid,158.6
Bagasse (Sugarcane),23.3,3.3,97.7,1.14,69.5,6,Highly Recommended,109.6
Aluminum Foil,22.6,1.0,0.0,9.44,96.4,10,Avoid,105.2
Recycled Cardboard,26.1,3.1,96.6,0.91,97.2,5,Highly Recommended,108.2
Virgin Plastic (PP),87.9,1.1,1.9,4.73,18.2,10,Avoid,236.8
Recycled Cardboard,19.7,8.9,95.9,1.21,84.3,3,Highly Recommended,143.4
Bamboo Fiber,49.6,1.8,97.2,0.75,48.7,7,Highly Recommended,152.2
Recycled Cardboard,32.9,2.5,95.4,0.96,92.6,5,Highly Recommended,115.8
Bioplastic (PLA),58.9,2.3,81.1,2.1,46.8,8,Consider as Option,180.8
Aluminum Foil,26.9,3.1,0.0,10.56,96.2,10,Avoid,134.8
Edible Seaweed Film,12.6,9.6,100.0,0.24,2.3,2,Consider as Option,131.2
Bagasse (Sugarcane),35.1,2.4,96.2,0.92,62.6,6,Highly Recommended,124.2
Bamboo Fiber,59.1,3.2,98.0,1.03,39.7,8,Highly Recommended,190.2
Aluminum Foil,40.9,8.6,0.0,8.33,98.7,10,Avoid,217.8
Virgin Plastic (PP),72.4,9.7,4.9,5.94,19.3,10,Avoid,291.8
Mushroom Mycelium,17.2,1.8,100.0,0.16,100.0,5,Highly Recommended,77.4
Aluminum Foil,27.5,7.7,0.0,10.79,99.1,10,Avoid,182.0
Bioplastic (PLA),60.9,3.0,85.6,2.24,51.3,8,Consider as Option,191.8
Virgin Plastic (PP),81.4,3.3,1.7,4.23,25.1,10,Avoid,245.8
