ProductID,ProductName,ProductCategory,Weight_g,FragilityLevel,Dimensions_cm,MaterialType,SustainabilityScore,Material_Type_ID,Strength_mpa,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,SuggestedEcoMaterial,CostPerPackage
PROD-3663,Smartwatch Model 308,Smartwatch,1650.52,2,30x31x15,Cardboard,70.98,1,234.62,23.46,3.5,23.26,94.97,Molded Pulp,146.4
PROD-3664,Tablet Model 988,Tablet,2936.41,4,7x23x9,Composite,65.16,2,89.98,9.0,8.05,54.14,54.91,Recycled PET,225.09
PROD-3665,Smartwatch Model 168,Smartwatch,2439.55,3,21x5x8,Plastic,46.34,4,416.84,41.68,4.76,60.27,45.51,Bio-Polymer,218.43
PROD-3666,Headphones Model 887,Headphones,1689.33,1,40x7x11,Composite,12.09,3,169.05,16.91,1.01,87.39,13.39,Molded Pulp,126.57
PROD-3667,Laptop Model 722,Laptop,2843.77,5,31x7x3,Cardboard,54.55,4,215.34,21.53,1.49,34.65,81.02,Bio-Polymer,245.23
PROD-3668,Laptop Model 704,Laptop,1539.38,5,9x20x15,Aluminum,42.24,1,344.41,34.44,4.95,72.06,37.38,Molded Pulp,195.16
PROD-3669,Headphones Model 871,Headphones,2666.96,4,34x36x14,Cardboard,48.24,4,183.17,18.32,1.54,43.99,70.12,Recycled PET,222.83
PROD-3670,Laptop Model 720,Laptop,1106.53,4,16x31x17,Plastic,22.11,2,318.05,31.8,2.57,84.43,19.75,Recycled PET,156.53
PROD-3671,Laptop Model 288,Laptop,1167.0,1,33x27x18,Aluminum,32.72,2,443.79,44.38,7.55,96.66,4.19,Bio-Polymer,127.64
PROD-3672,Smartphone Model 107,Smartphone,1283.49,3,26x24x7,Composite,39.62,4,400.71,40.07,5.32,78.12,30.55,Bio-Polymer,159.13
PROD-3673,Tablet Model 595,Tablet,1662.55,5,20x35x4,Aluminum,38.25,2,196.99,19.7,5.34,78.5,28.14,Bio-Polymer,188.54
PROD-3674,Camera Model 867,Camera,1682.8,4,25x9x11,Cardboard,77.94,2,151.09,15.11,6.38,30.09,87.35,Bio-Polymer,168.84
PROD-3675,Smartphone Model 216,Smartphone,1514.38,5,13x7x11,Aluminum,84.27,1,149.9,14.99,8.1,29.63,86.47,Recycled PET,175.39
PROD-3676,Tablet Model 710,Tablet,952.7,2,20x28x10,Aluminum,41.74,1,180.81,18.08,2.43,54.77,53.39,Recycled PET,105.91
PROD-3677,Headphones Model 608,Headphones,2785.26,5,6x10x6,Cardboard,11.37,1,251.82,25.18,2.56,101.78,1.9,Recycled PET,250.29
PROD-3678,Laptop Model 263,Laptop,1786.33,3,39x11x16,Cardboard,22.07,3,214.13,21.41,2.09,83.34,22.83,Bio-Polymer,166.89
PROD-3679,Headphones Model 367,Headphones,1252.83,3,25x27x14,Plastic,76.07,3,75.17,7.52,9.43,48.49,63.9,Recycled PET,124.84
PROD-3680,Headphones Model 173,Headphones,1970.97,5,9x5x12,Aluminum,30.87,1,90.09,9.01,6.2,95.48,10.14,Recycled PET,192.07
PROD-3681,Smartwatch Model 172,Smartwatch,2315.5,2,5x39x9,Composite,49.37,4,178.04,17.8,1.83,43.93,70.06,Molded Pulp,173.43
PROD-3682,Smartwatch Model 298,Smartwatch,2884.15,3,49x11x4,Cardboard,12.66,4,285.41,28.54,2.99,97.41,1.2,Molded Pulp,229.08
PROD-3683,Laptop Model 857,Laptop,1523.67,4,38x9x19,Aluminum,71.07,4,300.41,30.04,7.53,47.84,68.25,Molded Pulp,177.0
PROD-3684,Smartwatch Model 890,Smartwatch,380.69,5,31x11x2,Cardboard,55.72,1,248.24,24.82,1.26,29.87,84.45,Bio-Polymer,128.38
PROD-3685,Headphones Model 250,Headphones,1350.26,2,13x5x18,Plastic,58.28,3,372.0,37.2,7.53,61.66,46.92,Bio-Polymer,143.1
PROD-3686,Headphones Model 305,Headphones,1462.96,4,36x34x16,Cardboard,86.56,2,371.25,37.13,9.2,31.27,82.91,Recycled PET,181.38
PROD-3687,Laptop Model 278,Laptop,2696.13,5,46x32x4,Cardboard,52.92,4,219.54,21.95,1.51,35.88,78.15,Recycled PET,242.98
PROD-3688,Headphones Model 834,Headphones,1214.66,2,32x9x3,Plastic,51.0,1,70.98,7.1,2.68,46.69,67.14,Bio-Polymer,106.72
PROD-3689,Smartphone Model 898,Smartphone,2862.31,4,42x20x13,Cardboard,30.79,1,269.79,26.98,1.02,65.06,44.51,Molded Pulp,239.65
PROD-3690,Laptop Model 887,Laptop,1481.14,3,21x16x18,Plastic,24.24,2,196.92,19.69,1.98,76.04,27.19,Recycled PET,149.63
PROD-3691,Smartwatch Model 282,Smartwatch,2922.65,5,11x28x17,Aluminum,77.86,3,77.58,7.76,6.55,34.75,86.09,Molded Pulp,239.28
PROD-3692,Smartphone Model 592,Smartphone,74.19,5,22x12x19,Aluminum,44.53,3,491.09,49.11,1.4,43.93,64.86,Recycled PET,135.82
PROD-3693,Laptop Model 764,Laptop,2701.51,3,6x27x17,Aluminum,67.21,1,191.18,19.12,4.83,36.42,79.8,Molded Pulp,208.07
PROD-3694,Headphones Model 733,Headphones,2796.81,1,46x26x2,Composite,55.24,2,316.64,31.66,5.53,56.15,55.2,Recycled PET,197.09
PROD-3695,Smartwatch Model 205,Smartwatch,2885.01,4,22x19x10,Cardboard,46.95,3,250.16,25.02,9.16,86.78,17.19,Molded Pulp,239.52
PROD-3696,Camera Model 806,Camera,88.58,3,7x27x16,Plastic,79.84,2,79.99,8.0,5.27,23.4,97.94,Molded Pulp,68.09
PROD-3697,Laptop Model 198,Laptop,556.52,5,6x8x18,Cardboard,20.1,2,37.22,3.72,2.28,79.28,18.27,Bio-Polymer,117.33
PROD-3698,Laptop Model 686,Laptop,1978.61,4,14x26x7,Composite,69.09,1,316.63,31.66,3.6,25.55,91.12,Recycled PET,200.83
PROD-3699,Camera Model 951,Camera,125.14,4,5x20x8,Cardboard,40.69,2,131.04,13.1,7.05,83.65,20.81,Molded Pulp,89.78
PROD-3700,Headphones Model 825,Headphones,237.65,1,28x39x15,Composite,30.46,2,129.39,12.94,2.01,73.51,37.37,Bio-Polymer,49.25
PROD-3701,Tablet Model 566,Tablet,702.18,5,8x19x13,Cardboard,38.75,2,478.92,47.89,3.09,63.63,44.01,Recycled PET,168.12
PROD-3702,Camera Model 466,Camera,1561.7,2,27x23x15,Composite,95.13,4,236.27,23.63,9.96,25.91,92.14,Bio-Polymer,142.03
PROD-3703,Camera Model 243,Camera,1660.41,1,31x26x12,Plastic,57.49,2,24.42,2.44,1.05,30.4,88.82,Molded Pulp,112.17
PROD-3704,Smartphone Model 423,Smartphone,151.07,1,8x36x9,Cardboard,58.87,2,176.52,17.65,2.37,31.72,82.32,Recycled PET,49.38
PROD-3705,Smartphone Model 591,Smartphone,552.58,2,45x28x3,Cardboard,56.97,1,296.4,29.64,8.59,69.91,37.67,Molded Pulp,97.99
PROD-3706,Tablet Model 282,Tablet,1524.13,2,7x6x9,Plastic,7.92,3,171.0,17.1,1.91,99.43,0.45,Molded Pulp,133.19
PROD-3707,Camera Model 566,Camera,1802.12,1,24x12x4,Plastic,46.11,3,23.16,2.32,1.3,44.25,68.16,Bio-Polymer,118.17
PROD-3708,Camera Model 711,Camera,487.79,4,47x7x13,Aluminum,33.02,2,227.71,22.77,2.09,68.13,41.1,Molded Pulp,117.04
PROD-3709,Camera Model 566,Camera,1226.58,3,35x5x13,Composite,74.39,1,61.89,6.19,7.24,43.75,75.71,Recycled PET,123.7
PROD-3710,Smartphone Model 243,Smartphone,2717.98,3,22x28x5,Plastic,87.44,1,313.39,31.34,9.94,36.76,79.49,Bio-Polymer,221.5
PROD-3711,Camera Model 331,Camera,2996.75,1,33x29x4,Aluminum,51.65,2,313.6,31.36,6.32,60.35,43.97,Molded Pulp,206.34
PROD-3712,Tablet Model 683,Tablet,2962.28,4,34x21x14,Composite,53.36,2,28.5,2.85,2.12,38.41,74.81,Molded Pulp,221.4
PROD-3713,Laptop Model 831,Laptop,2650.94,2,34x23x6,Aluminum,61.01,3,152.43,15.24,2.65,35.76,83.99,Molded Pulp,187.11
PROD-3714,Smartwatch Model 694,Smartwatch,1214.25,1,44x38x10,Cardboard,79.07,3,212.71,21.27,5.84,25.24,92.85,Bio-Polymer,107.29
PROD-3715,Laptop Model 372,Laptop,2075.39,5,43x30x6,Composite,64.71,3,279.63,27.96,7.44,51.06,58.25,Recycled PET,217.74
PROD-3716,Headphones Model 106,Headphones,1278.95,4,28x35x7,Cardboard,74.57,2,155.07,15.51,6.97,39.23,77.85,Bio-Polymer,149.39
PROD-3717,Tablet Model 621,Tablet,1963.15,5,26x25x18,Cardboard,54.36,3,151.0,15.1,6.17,59.16,49.46,Molded Pulp,199.01
PROD-3718,Laptop Model 647,Laptop,962.83,5,14x7x8,Cardboard,42.01,1,491.68,49.17,9.88,96.74,4.17,Bio-Polymer,181.63
PROD-3719,Smartphone Model 617,Smartphone,1838.3,1,33x29x3,Cardboard,20.44,4,30.51,3.05,2.78,85.32,15.52,Molded Pulp,118.87
PROD-3720,Laptop Model 314,Laptop,1595.09,4,17x31x15,Cardboard,17.92,4,494.63,49.46,2.56,88.91,12.82,Bio-Polymer,199.91
PROD-3721,Camera Model 384,Camera,122.22,5,8x12x6,Cardboard,45.23,4,33.4,3.34,8.73,86.2,17.18,Molded Pulp,93.89
PROD-3722,Camera Model 538,Camera,2382.57,4,48x31x13,Aluminum,15.08,1,151.29,15.13,3.62,98.98,1.02,Bio-Polymer,202.58
PROD-3723,Smartphone Model 785,Smartphone,85.1,3,47x38x6,Aluminum,67.49,4,251.91,25.19,3.99,32.05,85.87,Molded Pulp,83.69
PROD-3724,Tablet Model 637,Tablet,914.81,5,17x22x18,Composite,57.36,2,80.22,8.02,5.94,55.59,56.01,Molded Pulp,140.11
PROD-3725,Tablet Model 993,Tablet,67.48,5,34x23x18,Composite,40.71,2,76.07,7.61,4.43,67.31,38.32,Bio-Polymer,97.04
PROD-3726,Laptop Model 383,Laptop,1159.79,4,22x30x16,Composite,38.94,4,135.59,13.56,3.59,70.59,40.98,Bio-Polymer,140.43
PROD-3727,Tablet Model 174,Tablet,236.32,3,32x34x5,Cardboard,64.82,4,487.02,48.7,9.25,62.62,46.34,Molded Pulp,114.06
PROD-3728,Camera Model 288,Camera,2744.86,5,8x19x3,Cardboard,13.09,3,196.26,19.63,2.16,91.39,7.39,Recycled PET,241.46
PROD-3729,Camera Model 701,Camera,1276.25,1,15x27x4,Aluminum,35.03,1,287.34,28.73,4.64,73.58,27.47,Molded Pulp,118.59
PROD-3730,Headphones Model 665,Headphones,1405.51,4,47x39x12,Aluminum,55.2,3,355.1,35.51,1.03,32.02,85.16,Molded Pulp,175.59
PROD-3731,Camera Model 926,Camera,1082.06,4,6x19x9,Composite,77.69,1,373.69,37.37,8.27,38.65,74.37,Recycled PET,161.28
PROD-3732,Tablet Model 887,Tablet,1901.14,5,32x35x3,Plastic,43.87,3,347.14,34.71,2.52,56.07,56.34,Molded Pulp,214.16
PROD-3733,Camera Model 158,Camera,2364.0,3,26x33x9,Plastic,60.67,2,175.09,17.51,7.96,61.64,48.07,Bio-Polymer,190.44
PROD-3734,Smartphone Model 720,Smartphone,1962.03,5,26x16x7,Cardboard,24.89,1,64.75,6.47,2.34,87.16,25.9,Bio-Polymer,190.42
PROD-3735,Smartphone Model 768,Smartphone,2257.21,2,6x16x13,Cardboard,47.28,4,148.04,14.8,4.75,59.78,47.13,Recycled PET,167.75
PROD-3736,Camera Model 807,Camera,2722.62,5,49x35x10,Cardboard,66.09,1,113.04,11.3,7.55,54.29,59.79,Molded Pulp,232.23
PROD-3737,Tablet Model 478,Tablet,2597.46,2,19x36x12,Aluminum,56.51,1,76.78,7.68,3.44,40.81,71.26,Bio-Polymer,178.2
PROD-3738,Tablet Model 857,Tablet,2038.47,1,13x28x9,Cardboard,25.3,3,22.0,2.2,3.83,88.33,16.66,Molded Pulp,129.2
PROD-3739,Headphones Model 715,Headphones,683.18,4,32x22x12,Cardboard,76.81,4,468.51,46.85,7.01,37.8,81.31,Recycled PET,151.96
PROD-3740,Tablet Model 100,Tablet,1931.22,4,41x36x8,Cardboard,31.51,3,461.31,46.13,2.69,71.65,34.58,Bio-Polymer,212.01
PROD-3741,Tablet Model 563,Tablet,1542.95,3,33x22x2,Plastic,68.46,4,34.7,3.47,9.57,58.28,50.33,Recycled PET,135.89
PROD-3742,Camera Model 271,Camera,2165.8,5,13x8x17,Plastic,47.27,3,94.81,9.48,2.7,51.05,60.79,Molded Pulp,203.66
PROD-3743,Smartphone Model 222,Smartphone,2507.15,1,7x12x17,Composite,60.29,4,78.36,7.84,7.75,59.47,48.81,Molded Pulp,159.75
PROD-3744,Tablet Model 397,Tablet,2241.03,2,6x23x17,Cardboard,67.21,1,147.8,14.78,8.22,57.46,57.2,Molded Pulp,165.74
PROD-3745,Headphones Model 789,Headphones,2547.36,3,44x6x2,Aluminum,24.17,2,109.99,11.0,4.37,90.68,11.15,Recycled PET,193.19
PROD-3746,Smartwatch Model 264,Smartwatch,238.41,1,22x36x10,Plastic,35.55,4,473.47,47.35,2.41,66.31,43.22,Bio-Polymer,82.95
PROD-3747,Smartphone Model 798,Smartphone,143.28,1,7x28x12,Composite,26.8,3,51.24,5.12,2.49,78.5,28.05,Recycled PET,36.32
PROD-3748,Smartphone Model 838,Smartphone,812.58,2,32x20x10,Cardboard,44.64,1,113.72,11.37,9.87,94.9,8.6,Bio-Polymer,92.02
PROD-3749,Headphones Model 659,Headphones,2706.96,2,16x8x5,Plastic,41.61,3,49.55,4.96,7.53,83.76,19.16,Molded Pulp,178.28
PROD-3750,Tablet Model 471,Tablet,2479.79,4,15x6x19,Aluminum,56.35,1,490.39,49.04,5.05,53.34,60.24,Molded Pulp,243.45
PROD-3751,Camera Model 710,Camera,2064.05,5,7x29x3,Aluminum,25.07,1,460.02,46.0,3.32,86.87,19.67,Recycled PET,234.76
PROD-3752,Smartwatch Model 369,Smartwatch,2117.24,3,5x9x8,Aluminum,15.54,4,361.15,36.11,1.17,85.2,18.11,Bio-Polymer,196.9
PROD-3753,Headphones Model 416,Headphones,2193.68,5,35x7x7,Aluminum,61.31,3,218.73,21.87,7.03,53.11,55.28,Molded Pulp,215.72
PROD-3754,Smartphone Model 991,Smartphone,2830.68,3,16x20x9,Cardboard,92.73,1,103.19,10.32,9.61,30.36,90.47,Molded Pulp,206.61
PROD-3755,Smartwatch Model 762,Smartwatch,2504.96,1,15x18x19,Composite,55.17,3,118.53,11.85,1.96,37.25,78.87,Recycled PET,164.22
PROD-3756,Laptop Model 149,Laptop,1889.0,2,12x37x5,Composite,85.47,1,227.09,22.71,7.79,27.6,90.51,Recycled PET,156.64
PROD-3757,Camera Model 817,Camera,2013.86,2,34x24x7,Aluminum,44.5,4,386.43,38.64,2.38,54.72,58.3,Bio-Polymer,178.55
PROD-3758,Laptop Model 434,Laptop,680.53,1,9x18x15,Cardboard,57.11,2,139.72,13.97,8.13,70.06,40.99,Molded Pulp,70.69
PROD-3759,Camera Model 126,Camera,1989.09,1,38x29x8,Composite,61.12,2,162.29,16.23,4.34,41.18,72.96,Bio-Polymer,141.73
PROD-3760,Laptop Model 903,Laptop,1302.8,3,22x24x12,Composite,45.32,2,303.97,30.4,7.41,81.6,26.14,Bio-Polymer,149.3
PROD-3761,Tablet Model 801,Tablet,501.24,1,12x30x11,Composite,42.03,2,126.49,12.65,9.34,93.9,7.81,Bio-Polymer,62.8
PROD-3762,Headphones Model 460,Headphones,2428.89,3,21x5x5,Aluminum,47.0,4,296.27,29.63,6.58,73.68,34.46,Recycled PET,208.18
PROD-3763,Laptop Model 587,Laptop,1555.23,5,15x39x7,Cardboard,55.1,4,199.69,19.97,9.29,74.85,29.92,Bio-Polymer,183.1
PROD-3764,Headphones Model 355,Headphones,2933.4,2,42x14x9,Aluminum,52.99,4,26.84,2.68,3.12,45.45,67.55,Bio-Polymer,189.71
PROD-3765,Camera Model 983,Camera,880.95,2,5x26x18,Cardboard,72.29,3,207.32,20.73,9.8,58.06,55.14,Bio-Polymer,104.45
PROD-3766,Smartphone Model 880,Smartphone,1467.98,2,16x17x15,Plastic,43.72,1,460.57,46.06,8.86,85.01,13.83,Recycled PET,159.77
PROD-3767,Smartphone Model 645,Smartphone,1371.59,5,44x37x9,Cardboard,62.38,1,153.62,15.36,1.97,28.72,90.85,Recycled PET,169.02
PROD-3768,Camera Model 178,Camera,406.3,5,17x30x18,Cardboard,54.49,2,168.19,16.82,4.72,53.29,59.33,Molded Pulp,122.67
PROD-3769,Smartwatch Model 433,Smartwatch,1307.04,4,28x28x13,Aluminum,64.83,2,42.31,4.23,9.34,66.71,45.77,Recycled PET,137.17
PROD-3770,Smartphone Model 448,Smartphone,898.28,3,35x20x11,Aluminum,63.04,1,311.37,31.14,1.7,27.04,93.72,Recycled PET,131.43
PROD-3771,Laptop Model 181,Laptop,522.95,3,20x34x4,Plastic,26.17,1,426.13,42.61,5.08,92.57,9.73,Bio-Polymer,124.19
PROD-3772,Camera Model 576,Camera,882.36,4,37x28x9,Aluminum,77.42,1,182.93,18.29,7.51,34.29,78.96,Molded Pulp,134.96
PROD-3773,Headphones Model 649,Headphones,738.09,2,32x6x14,Cardboard,27.08,4,127.72,12.77,1.3,69.67,36.47,Recycled PET,89.67
PROD-3774,Camera Model 491,Camera,2215.52,3,41x14x9,Composite,72.83,4,478.74,47.87,7.78,43.91,69.54,Molded Pulp,213.87
PROD-3775,Tablet Model 409,Tablet,140.79,3,17x23x7,Aluminum,72.85,4,375.09,37.51,4.25,28.53,93.07,Bio-Polymer,99.94
PROD-3776,Laptop Model 308,Laptop,1871.52,2,22x13x18,Composite,44.04,2,287.91,28.79,3.24,60.18,51.77,Recycled PET,162.79
PROD-3777,Headphones Model 700,Headphones,2293.95,1,8x10x12,Composite,26.09,4,159.71,15.97,6.18,96.6,2.26,Bio-Polymer,154.43
PROD-3778,Camera Model 192,Camera,1468.13,1,46x30x12,Composite,25.33,1,118.19,11.82,5.9,98.5,2.88,Bio-Polymer,111.04
PROD-3779,Smartwatch Model 696,Smartwatch,2798.12,4,12x7x3,Aluminum,55.3,2,360.71,36.07,8.87,72.64,33.06,Molded Pulp,245.06
PROD-3780,Headphones Model 856,Headphones,2138.25,5,22x6x13,Cardboard,75.24,2,265.68,26.57,7.08,36.18,78.17,Recycled PET,218.89
PROD-3781,Camera Model 390,Camera,2256.37,3,41x30x5,Composite,36.48,4,265.09,26.51,4.8,78.2,28.83,Molded Pulp,193.47
PROD-3782,Headphones Model 883,Headphones,630.95,3,20x18x3,Plastic,47.47,2,46.12,4.61,6.85,72.95,33.45,Bio-Polymer,90.94
PROD-3783,Laptop Model 733,Laptop,2343.02,4,25x11x12,Aluminum,78.07,1,260.98,26.1,7.75,34.91,78.45,Recycled PET,212.78
PROD-3784,Smartphone Model 372,Smartphone,2504.68,4,48x33x6,Composite,44.72,2,413.14,41.31,9.44,92.36,11.62,Bio-Polymer,236.3
PROD-3785,Laptop Model 602,Laptop,1115.74,3,43x32x9,Composite,80.16,3,473.93,47.39,7.34,32.56,84.68,Molded Pulp,158.1
PROD-3786,Laptop Model 231,Laptop,679.42,2,8x8x7,Aluminum,39.53,1,62.27,6.23,5.89,78.0,26.58,Molded Pulp,80.57
PROD-3787,Headphones Model 581,Headphones,1185.9,2,38x22x13,Cardboard,20.5,1,319.27,31.93,4.36,98.89,5.12,Bio-Polymer,131.13
PROD-3788,Camera Model 489,Camera,2231.84,5,34x37x5,Plastic,43.13,4,288.49,28.85,9.02,92.74,11.73,Molded Pulp,226.32
PROD-3789,Smartphone Model 424,Smartphone,1282.04,3,9x39x13,Composite,89.68,1,446.25,44.63,8.13,24.04,95.26,Molded Pulp,163.19
PROD-3790,Headphones Model 759,Headphones,2223.12,3,30x23x12,Plastic,33.86,1,378.11,37.81,1.69,60.47,45.13,Bio-Polymer,204.4
PROD-3791,Tablet Model 716,Tablet,385.02,3,24x13x6,Aluminum,44.57,2,482.98,48.3,7.3,81.71,25.64,Recycled PET,121.72
PROD-3792,Headphones Model 587,Headphones,2427.73,3,14x13x14,Cardboard,54.67,3,480.42,48.04,5.85,57.33,52.13,Recycled PET,226.21
PROD-3793,Smartphone Model 808,Smartphone,796.96,4,36x12x14,Aluminum,48.67,2,120.59,12.06,1.93,45.1,68.23,Recycled PET,122.34
PROD-3794,Laptop Model 796,Laptop,784.34,1,31x26x19,Cardboard,43.47,3,365.42,36.54,6.08,73.89,31.88,Bio-Polymer,100.06
PROD-3795,Laptop Model 364,Laptop,1791.62,3,27x35x10,Composite,54.45,1,269.96,27.0,2.73,39.39,72.53,Bio-Polymer,173.31
PROD-3796,Tablet Model 711,Tablet,256.85,1,38x11x6,Composite,44.63,2,115.15,11.52,7.37,80.72,25.23,Molded Pulp,49.88
PROD-3797,Camera Model 931,Camera,127.58,2,25x10x14,Composite,20.76,2,105.49,10.55,3.51,89.33,11.23,Recycled PET,56.23
PROD-3798,Camera Model 377,Camera,820.03,5,39x27x4,Cardboard,42.39,4,49.73,4.97,2.35,56.82,54.97,Molded Pulp,130.84
PROD-3799,Laptop Model 538,Laptop,1637.3,2,37x27x17,Aluminum,16.02,2,399.82,39.98,1.74,86.04,15.11,Bio-Polymer,160.71
PROD-3800,Headphones Model 521,Headphones,2727.47,3,29x20x11,Composite,78.1,3,169.01,16.9,5.42,23.85,94.05,Recycled PET,207.14
PROD-3801,Tablet Model 977,Tablet,2546.98,2,11x12x4,Cardboard,11.21,3,429.91,42.99,2.8,100.69,0.04,Bio-Polymer,211.55
PROD-3802,Smartphone Model 629,Smartphone,1496.82,4,9x23x8,Composite,80.13,1,308.07,30.81,8.7,39.79,75.57,Molded Pulp,174.75
PROD-3803,Smartphone Model 994,Smartphone,159.3,1,26x30x19,Aluminum,20.88,4,340.08,34.01,1.03,78.89,27.95,Molded Pulp,65.64
PROD-3804,Smartphone Model 612,Smartphone,1629.0,3,29x10x6,Plastic,85.14,4,152.92,15.29,8.59,33.71,84.61,Bio-Polymer,152.38
PROD-3805,Smartwatch Model 359,Smartwatch,2129.15,4,42x26x12,Plastic,26.37,2,234.07,23.41,5.69,97.85,6.02,Bio-Polymer,201.52
PROD-3806,Headphones Model 181,Headphones,1050.54,1,36x21x10,Aluminum,94.38,1,212.04,21.2,9.3,23.76,95.3,Recycled PET,99.89
PROD-3807,Tablet Model 782,Tablet,377.64,4,26x20x11,Composite,17.45,3,125.49,12.55,2.84,94.3,10.14,Bio-Polymer,103.72
PROD-3808,Tablet Model 643,Tablet,871.78,2,19x12x15,Composite,54.95,4,417.93,41.79,1.92,36.32,78.79,Molded Pulp,127.8
PROD-3809,Smartphone Model 383,Smartphone,2326.19,3,7x17x10,Plastic,57.54,1,314.82,31.48,6.62,60.17,51.73,Molded Pulp,201.89
PROD-3810,Laptop Model 204,Laptop,1086.17,2,16x29x6,Plastic,55.27,2,28.34,2.83,7.36,67.82,43.04,Bio-Polymer,96.83
PROD-3811,Smartwatch Model 799,Smartwatch,2445.35,5,25x23x9,Plastic,34.22,4,411.76,41.18,4.35,79.83,28.02,Bio-Polymer,246.87
PROD-3812,Camera Model 417,Camera,992.59,3,42x7x2,Plastic,54.97,2,61.96,6.2,1.12,29.77,84.14,Recycled PET,109.66
PROD-3813,Laptop Model 698,Laptop,532.49,2,42x23x14,Cardboard,30.64,3,207.81,20.78,4.66,77.73,19.98,Molded Pulp,88.48
PROD-3814,Laptop Model 973,Laptop,1335.75,3,31x21x19,Aluminum,55.69,3,289.92,28.99,3.1,43.41,72.12,Molded Pulp,151.06
PROD-3815,Smartphone Model 112,Smartphone,1384.21,1,24x34x7,Composite,43.26,1,13.75,1.37,4.13,64.34,44.58,Molded Pulp,97.04
PROD-3816,Laptop Model 793,Laptop,97.52,3,15x31x7,Composite,82.15,2,329.92,32.99,5.56,20.68,99.85,Bio-Polymer,92.0
PROD-3817,Headphones Model 212,Headphones,395.28,3,32x30x8,Aluminum,65.97,1,333.25,33.33,7.32,51.27,61.14,Molded Pulp,107.54
PROD-3818,Headphones Model 270,Headphones,595.53,1,37x36x9,Composite,44.93,3,329.74,32.97,9.67,90.99,10.42,Bio-Polymer,88.34
PROD-3819,Headphones Model 525,Headphones,385.08,2,31x26x2,Composite,34.36,4,90.1,9.01,2.3,67.58,41.95,Recycled PET,69.32
PROD-3820,Smartphone Model 178,Smartphone,1057.5,3,9x33x6,Plastic,32.45,3,135.31,13.53,7.12,95.37,6.63,Bio-Polymer,119.77
PROD-3821,Laptop Model 281,Laptop,2895.64,4,43x21x12,Composite,29.53,1,131.21,13.12,3.1,76.94,28.57,Recycled PET,227.66
PROD-3822,Tablet Model 897,Tablet,1552.21,3,26x35x8,Aluminum,32.54,2,480.43,48.04,2.99,72.59,34.33,Recycled PET,181.05
PROD-3823,Laptop Model 965,Laptop,1901.29,2,5x19x11,Aluminum,78.0,3,43.09,4.31,6.7,32.98,85.32,Bio-Polymer,140.16
PROD-3824,Laptop Model 807,Laptop,1101.34,1,13x17x14,Aluminum,82.22,1,220.09,22.01,7.98,31.77,83.8,Recycled PET,103.06
PROD-3825,Tablet Model 170,Tablet,1004.29,2,30x10x9,Composite,39.89,2,436.91,43.69,9.8,96.85,1.16,Bio-Polymer,133.83
PROD-3826,Laptop Model 717,Laptop,118.28,5,48x6x17,Cardboard,63.61,1,387.04,38.7,7.92,55.16,53.23,Molded Pulp,128.38
PROD-3827,Camera Model 569,Camera,1525.98,3,16x27x19,Plastic,23.08,3,413.0,41.3,2.42,81.1,22.35,Bio-Polymer,170.67
PROD-3828,Laptop Model 292,Laptop,1476.65,3,7x15x6,Aluminum,31.32,2,486.42,48.64,3.03,77.36,32.01,Recycled PET,177.29
PROD-3829,Smartwatch Model 593,Smartwatch,515.6,1,49x14x16,Cardboard,32.71,3,199.76,19.98,7.85,98.53,2.17,Recycled PET,70.47
PROD-3830,Smartphone Model 151,Smartphone,2304.76,3,10x20x9,Composite,67.96,3,161.73,16.17,5.74,38.66,74.97,Molded Pulp,185.61
PROD-3831,Laptop Model 462,Laptop,1503.39,4,24x29x4,Plastic,71.67,3,25.02,2.5,3.66,24.36,95.06,Bio-Polymer,148.56
PROD-3832,Headphones Model 573,Headphones,1050.03,4,9x7x16,Cardboard,34.14,3,83.51,8.35,5.25,80.37,21.93,Molded Pulp,129.7
PROD-3833,Camera Model 620,Camera,483.38,2,38x16x6,Composite,57.44,3,285.39,28.54,9.23,72.29,34.18,Recycled PET,92.05
PROD-3834,Tablet Model 530,Tablet,1678.87,1,45x26x5,Composite,43.59,1,87.25,8.73,7.8,82.66,20.64,Bio-Polymer,118.84
PROD-3835,Smartwatch Model 397,Smartwatch,2270.81,5,32x11x17,Cardboard,76.03,4,370.79,37.08,5.06,22.95,93.0,Recycled PET,234.84
PROD-3836,Tablet Model 795,Tablet,881.9,2,49x38x3,Cardboard,39.86,4,28.24,2.82,9.82,101.44,0.94,Bio-Polymer,87.24
PROD-3837,Tablet Model 297,Tablet,695.44,1,13x19x5,Aluminum,67.65,3,137.15,13.71,8.15,52.54,58.39,Molded Pulp,73.48
PROD-3838,Smartwatch Model 510,Smartwatch,1589.71,1,45x19x2,Plastic,56.46,3,350.77,35.08,1.05,30.26,87.08,Molded Pulp,139.81
PROD-3839,Camera Model 939,Camera,508.26,2,35x31x3,Plastic,19.22,3,135.2,13.52,2.01,86.49,18.63,Recycled PET,79.81
PROD-3840,Smartphone Model 793,Smartphone,2016.51,2,13x5x10,Aluminum,59.34,2,367.09,36.71,5.99,53.5,59.0,Molded Pulp,177.86
PROD-3841,Smartphone Model 468,Smartphone,1835.76,3,6x5x15,Plastic,19.64,3,497.97,49.8,4.15,96.1,5.06,Molded Pulp,195.2
