material_type,strength,weight_capacity,biodegradability_score,recyclability_percent,co2_emission_score,product_category,typical_weight,fragility_level,shape,material,recycling,weight,co2_impact_index,cost,cost_efficiency_index,material_suitability_score,final_sustainability_index
Hemp Fiber,83,8,64,46,31.99,Healthcare,2.75,Medium,box,paper,compost,17.93,0.030312215822976666,49.51,0.019798059790140567,44.50000000000001,44.55011027561312
Jute Fiber,53,29,95,89,21.87,Beverages,1.03,High,can,glass,recycle,28.31,0.043725404459991256,41.71,0.023413720440177945,44,44.067139124900166
PLA Bioplastic,85,16,93,98,19.22,Healthcare,0.45,Medium,pouch,paper,compost,20.3,0.04945598417408507,35.74,0.02721829069134458,58.900000000000006,58.97667427486544
Recycled Paper,48,25,89,56,30.39,Industrial Parts,0.73,High,bottle,plastic,recycle,28.12,0.03185727938834024,46.76,0.020938023450586266,35.900000000000006,35.95279530283893
Cornstarch Polymer,49,8,42,59,7.5,Home Decor,2.98,Low,pouch,paper,recycle,15.22,0.11764705882352941,30.94,0.031308703819661866,32.50000000000001,32.6489557626432
Recycled Paper,48,23,77,88,24.32,Fragile Goods,2.02,Medium,pouch,paper,reuse,16.77,0.03949447077409163,34.66,0.028042624789680316,40.5,40.56753709556377
Hemp Fiber,52,30,57,84,27.23,Healthcare,2.54,High,pouch,paper,recycle,17.58,0.035423308537017355,49.44,0.019825535289452818,34.8,34.85524884382647
Cornstarch Polymer,67,10,92,93,20.52,Clothing,2.57,Low,pouch,paper,recycle,19.59,0.04646840148698885,34.46,0.02820078962210942,54.1,54.1746691911091
Cornstarch Polymer,87,13,83,59,24.73,Industrial Parts,1.22,Medium,box,plastic,reuse,16.43,0.0388651379712398,47.11,0.020785699438786116,50.6,50.659650837410034
Coconut Coir,85,5,93,85,26.64,Electronics,0.99,Medium,bottle,glass,recycle,19.36,0.0361794500723589,32.05,0.030257186081694407,59.6,59.66643663615405
Biodegradable Foam,50,4,31,73,10.12,Healthcare,1.47,High,can,metal,reuse,21.01,0.08992805755395684,32.58,0.02977963073257892,34.599999999999994,34.719707688286526
Algae Bioplastic,65,20,80,81,15.72,Home Decor,1.24,Low,bottle,paper,recycle,25.03,0.059808612440191394,35.84,0.027144408251900107,45.7,45.786953020692096
Mushroom Packaging,89,15,43,41,32.86,Cosmetics,2.39,Low,bottle,metal,compost,13.29,0.029533372711163616,51.28,0.019127773527161437,39,39.048661146238324
Areca Leaf Sheath,66,8,65,59,16.72,Home Decor,2.33,High,bottle,metal,reuse,24.64,0.05643340857787811,37.68,0.025853154084798345,42.199999999999996,42.28228656266268
Paper Pulp Mold,55,10,51,55,14.2,Toys,1.57,High,can,metal,reuse,23.69,0.06578947368421052,41.17,0.023713540431586435,34.7,34.7895030141158
Paper Pulp Mold,69,11,67,66,10.33,Beverages,2.23,Low,bottle,metal,recycle,15.13,0.088261253309797,41.35,0.023612750885478158,44.00000000000001,44.11187400419528
Paper Pulp Mold,65,12,55,94,19.64,Fragile Goods,1.2,Medium,can,paper,reuse,16.06,0.04844961240310077,33.19,0.029248318221702253,45.699999999999996,45.777697930624804
Jute Fiber,60,23,91,74,29.96,Food,2.41,Medium,can,metal,recycle,21.79,0.03229974160206718,43.62,0.02241147467503362,44.1,44.1547112162771
Recycled PET Blend,82,12,64,89,17.87,Beverages,2.25,Low,box,paper,reuse,16.85,0.05299417064122946,37.79,0.025779840164990978,51.6,51.67877401080622
Recycled HDPE,88,15,69,78,17.51,Home Decor,1.15,High,pouch,plastic,reuse,26.85,0.05402485143165856,45.47,0.021519259737465032,51.300000000000004,51.37554411116913
Algae Bioplastic,95,24,85,62,16.33,Food,1.07,High,can,glass,compost,19.97,0.05770340450086556,54.95,0.017873100983020553,50.7,50.77557650548388
Recycled HDPE,41,19,42,62,19.8,Stationery,2.54,High,pouch,glass,recycle,13.95,0.04807692307692307,39.29,0.02482005460412013,27.400000000000002,27.472896977681046
Recycled HDPE,52,27,46,96,6.73,Toys,2.45,Low,bottle,paper,compost,14.41,0.129366106080207,38.47,0.02533569799847986,35.9,36.05470180407868
Areca Leaf Sheath,66,8,65,59,16.72,Home Decor,2.33,High,pouch,paper,reuse,12.55,0.05643340857787811,40.15,0.024301336573511544,42.199999999999996,42.280734745151385
Biodegradable Foam,50,4,31,73,10.12,Healthcare,1.47,High,pouch,glass,recycle,19.48,0.08992805755395684,27.32,0.03531073446327684,34.599999999999994,34.72523879201723
Cassava Biopolymer,49,5,81,90,26.88,Toys,2.61,High,pouch,metal,compost,19.71,0.035868005738880916,29.11,0.033211557622052475,47.4,47.469079563360935
Bamboo Fiber,93,4,49,48,20.48,Industrial Parts,0.43,Low,bottle,paper,reuse,22.56,0.04655493482309125,47.07,0.02080299563137092,46.1,46.167357930454465
Mushroom Packaging,89,15,43,41,32.86,Cosmetics,2.39,Low,bottle,metal,compost,26.31,0.029533372711163616,51.04,0.01921598770176787,39,39.048749360412934
Mushroom Packaging,69,27,69,67,33.51,Baby Products,0.8,Low,can,paper,reuse,20.06,0.028977108084613158,47.94,0.020433183489987742,39.8,39.84941029157459
Jute Fiber,81,22,46,91,22.42,Food,2.35,High,can,paper,reuse,26.34,0.04269854824935952,44.6,0.021929824561403508,45.1,45.16462837281077
Recycled HDPE,70,10,73,72,23.59,Clothing,2.65,Low,box,plastic,recycle,16.35,0.040666937779585195,41.69,0.0234246896228625,47,47.06409162740245
Recycled HDPE,93,22,92,46,7.7,Stationery,0.31,High,bottle,plastic,recycle,12.64,0.1149425287356322,54.92,0.017882689556509297,48.9,49.03282521829214
Recycled PET Blend,61,24,42,64,18.25,Cosmetics,0.48,Low,box,glass,recycle,23.97,0.05194805194805195,40.7,0.023980815347721823,32.3,32.37592886729577
Biodegradable Foam,50,30,95,60,13.57,Food,1.07,High,bottle,plastic,reuse,23.62,0.06863417982155114,44.53,0.021963540522732264,37,37.090597720344284
Cassava Biopolymer,69,20,73,84,5.96,Baby Products,2.53,Medium,pouch,plastic,compost,21.27,0.14367816091954022,39.84,0.024485798237022526,46.099999999999994,46.26816395915656
Mushroom Packaging,65,4,81,41,20.36,Electronics,1.92,Low,box,glass,recycle,23.41,0.04681647940074907,40.89,0.023872045834328,42.7,42.77068852523508
Bamboo Fiber,95,11,37,62,13.23,Clothing,1.24,Low,box,metal,recycle,8.46,0.07027406886858749,50.68,0.01934984520123839,45,45.089623914069826
Mushroom Packaging,46,20,55,85,25.86,Stationery,1.84,Medium,box,plastic,recycle,17.65,0.03723008190618019,37.44,0.026014568158168577,35.8,35.863244650064345
Recycled PET Blend,88,15,47,51,28.77,Healthcare,1.3,High,bottle,metal,recycle,25.59,0.03359086328518643,49.79,0.019688915140775743,41.5,41.55327977842596
Paper Pulp Mold,74,26,73,100,11.85,Electronics,2.98,High,can,glass,reuse,18.71,0.07782101167315175,39.54,0.0246669955599408,49,49.10248800723309
Paper Pulp Mold,40,15,88,73,20.45,Clothing,1.55,Low,box,paper,compost,23.25,0.046620046620046623,28.82,0.0335345405767941,39.7,39.78015458719685
Sugarcane Bagasse,93,8,90,96,9.47,Cosmetics,1.77,High,can,metal,reuse,33.01,0.09551098376313276,40.74,0.02395783421178725,62.699999999999996,62.819468817974915
Coconut Coir,91,24,87,73,27.86,Stationery,1.12,High,bottle,glass,reuse,25.11,0.03465003465003465,56.83,0.017292062943109112,52.10000000000001,52.15194209759315
Jute Fiber,43,19,63,71,7.23,Beverages,0.26,Medium,box,metal,reuse,18.2,0.12150668286755771,32.98,0.029429075927015894,34,34.15093575879457
Eco-Foam Starch,83,24,39,81,25.51,Baby Products,3,Medium,bottle,glass,recycle,11.17,0.03772161448509996,47.53,0.0206058108386565,41.7,41.75832742532376
Recycled PET Blend,75,18,94,94,23.84,Food,2.62,Low,can,glass,compost,23.58,0.040257648953301126,44.48,0.02198768689533861,54.699999999999996,54.76224533584863
Coconut Coir,67,7,86,81,15,Electronics,1.02,Low,can,paper,reuse,9.88,0.0625,35.42,0.02745744096650192,51.4,51.4899574409665
Sugarcane Bagasse,93,5,63,68,28.67,Electronics,2.59,High,box,metal,reuse,16.05,0.033704078193461405,45.98,0.021285653469561516,52.6,52.65498973166302
Cornstarch Polymer,87,13,83,59,24.73,Industrial Parts,1.22,Medium,can,paper,reuse,16.3,0.0388651379712398,44.7,0.02188183807439825,50.6,50.660746976045644
Palm Leaf Material,83,19,78,87,6.58,Baby Products,0.3,Low,pouch,paper,recycle,19.4,0.13192612137203166,44.69,0.02188662727073758,52.2,52.353812748642774
Recycled PET Blend,75,18,94,94,23.84,Food,2.62,Low,pouch,metal,recycle,21.37,0.040257648953301126,37.3,0.026109660574412535,54.699999999999996,54.76636730952771
Recycled HDPE,54,6,43,54,29.56,Cosmetics,1.19,High,box,metal,reuse,15.69,0.032722513089005235,32.95,0.02945508100147275,33.8,33.862177594090475
Algae Bioplastic,81,23,50,43,7.85,Fragile Goods,0.68,Low,bottle,glass,recycle,25.26,0.11299435028248588,51.94,0.018889308651303362,36,36.13188365893379
Biodegradable Foam,86,29,59,77,20.85,Baby Products,2.5,High,bottle,metal,compost,27.09,0.04576659038901602,50.23,0.01951981260979895,44.3,44.36528640299881
Coconut Coir,94,30,90,79,6.84,Food,0.11,Low,bottle,glass,recycle,18.79,0.12755102040816327,52.42,0.018719580681392737,53,53.146270601089554
Paper Pulp Mold,64,12,65,53,5.48,Baby Products,2.88,Low,pouch,glass,reuse,25.36,0.15432098765432098,35.83,0.027151778441487917,39.2,39.38147276609581
Eco-Foam Starch,42,23,61,43,6.01,Food,0.81,Low,can,glass,compost,16.55,0.14265335235378032,43.98,0.02223210315695865,26.5,26.66488545551074
Paper Pulp Mold,65,12,55,94,19.64,Fragile Goods,1.2,Medium,pouch,glass,recycle,14.82,0.04844961240310077,37.05,0.02628120893561104,45.699999999999996,45.774730821338714
Bamboo Fiber,94,29,97,44,32.82,Electronics,0.77,High,can,glass,reuse,25.4,0.02956830277942046,56.34,0.017439832577607253,47.7,47.74700813535703
Palm Leaf Material,59,26,81,67,30.86,Stationery,1.98,Medium,pouch,glass,compost,21.33,0.031387319522912745,48.32,0.0202757502027575,39.5,39.55166306972567
Recycled HDPE,41,19,42,62,19.8,Stationery,2.54,High,bottle,metal,compost,21.96,0.04807692307692307,33.95,0.028612303290414875,27.400000000000002,27.47668922636734
Recycled Paper,57,28,34,44,28.53,Industrial Parts,0.29,Medium,bottle,metal,compost,29.2,0.033863867253640365,52.72,0.018615040953090096,24.300000000000004,24.352478908206734
Eco-Foam Starch,86,29,38,80,31.08,Cosmetics,0.54,Low,bottle,plastic,recycle,23.33,0.03117206982543641,52.2,0.018796992481203006,40.7,40.74996906230664
Wheat Straw Fiber,40,30,66,85,21.27,Fragile Goods,1.98,Low,box,metal,compost,32.01,0.0449034575662326,37.21,0.02617115938236064,33.2,33.271074616948596
Coconut Coir,67,7,86,81,15,Electronics,1.02,Low,box,paper,recycle,20.47,0.0625,33.34,0.029120559114735,51.4,51.491620559114736
Recycled Cardboard,77,6,43,68,23.23,Electronics,1.5,Medium,can,plastic,reuse,27.56,0.041271151465125874,43.46,0.02249212775528565,43.5,43.56376327922041
Bamboo Fiber,64,4,69,81,34.12,Beverages,2.51,Medium,box,metal,recycle,19.74,0.028473804100227793,29.69,0.032583903551645484,48,48.06105770765188
Palm Leaf Material,83,19,78,87,6.58,Baby Products,0.3,Low,pouch,paper,recycle,14.23,0.13192612137203166,44.48,0.02198768689533861,52.2,52.35391380826737
Jute Fiber,65,26,37,65,6.27,Beverages,0.4,Medium,pouch,metal,reuse,24.16,0.13755158184319122,48.43,0.020230629172567266,32.1,32.25778221101576
Mushroom Packaging,67,27,37,53,26.19,Healthcare,2.9,Medium,can,glass,recycle,19.82,0.036778227289444645,52.77,0.018597731076808628,30,30.055375958366255
Algae Bioplastic,53,20,100,88,5.81,Food,1.36,High,can,plastic,recycle,30.37,0.14684287812041116,40.86,0.023889154323936932,47.5,47.67073203244435
Coconut Coir,80,16,81,84,14.52,Fragile Goods,2.46,Low,bottle,glass,reuse,22.82,0.06443298969072166,40.07,0.024348672997321647,52.2,52.288781662688045
Biodegradable Foam,66,12,46,61,19.55,Home Decor,2.51,High,box,plastic,compost,24.76,0.048661800486618,43.43,0.022507314877335136,37.6,37.67116911536396
Algae Bioplastic,74,10,75,99,6.62,Clothing,1.64,Low,bottle,plastic,reuse,12.16,0.13123359580052493,32.74,0.02963841138114997,54,54.16087200718167
Mushroom Packaging,85,29,59,49,10.15,Baby Products,2.75,Medium,box,glass,compost,23.63,0.08968609865470852,59.92,0.016414970453053183,38.39999999999999,38.50610106910776
Bamboo Fiber,93,4,49,48,20.48,Industrial Parts,0.43,Low,box,plastic,recycle,19.65,0.04655493482309125,47.32,0.020695364238410598,46.1,46.16725029906151
Algae Bioplastic,46,11,87,40,23.38,Home Decor,2.71,High,can,plastic,reuse,16.12,0.04101722723543889,37.47,0.025994281258123215,35.900000000000006,35.96701150849356
Mushroom Packaging,47,7,95,45,27.13,Stationery,2.68,High,bottle,metal,compost,27.02,0.03554923569143264,40.23,0.02425418384671356,40,40.05980341953815
Mushroom Packaging,46,20,55,85,25.86,Stationery,1.84,Medium,bottle,paper,recycle,13.54,0.03723008190618019,32.91,0.029489826010026542,35.8,35.866719907916206
Algae Bioplastic,81,23,50,43,7.85,Fragile Goods,0.68,Low,box,glass,recycle,21.78,0.11299435028248588,48.75,0.020100502512562814,36,36.13309485279505
Palm Leaf Material,69,29,32,68,18.35,Fragile Goods,1,High,box,metal,recycle,16.93,0.05167958656330749,46.88,0.020885547201336674,32,32.07256513376465
Recycled PET Blend,90,30,79,64,18.06,Clothing,0.59,Low,can,metal,compost,21.37,0.05246589716684156,57.86,0.016989466530750934,46.599999999999994,46.66945536369759
Coconut Coir,95,10,96,100,27.99,Baby Products,2.02,Medium,pouch,glass,compost,18.6,0.03449465332873405,45.48,0.02151462994836489,64.7,64.75600928327711
Jute Fiber,56,5,90,93,30.03,Home Decor,2.42,Medium,bottle,plastic,compost,19.1,0.032226877215597804,29.04,0.033288948069241014,51.9,51.96551582528484
Eco-Foam Starch,91,15,59,68,34.92,Healthcare,1.19,High,bottle,glass,recycle,20.29,0.027839643652561245,53.65,0.018298261665141813,48.2,48.24613790531771
Coconut Coir,95,10,96,100,27.99,Baby Products,2.02,Medium,can,paper,compost,15.2,0.03449465332873405,37.22,0.026164311878597593,64.7,64.76065896520734
Biodegradable Foam,95,20,91,97,9.21,Healthcare,2.3,Low,can,paper,reuse,25.14,0.0979431929480901,43.69,0.022376370552696354,60.10000000000001,60.220319563500794
Recycled Paper,53,28,43,96,15.56,Food,2.79,Medium,bottle,glass,compost,23.33,0.06038647342995168,36.39,0.02674511901577962,35.300000000000004,35.38713159244573
Bamboo Fiber,93,4,49,48,20.48,Industrial Parts,0.43,Low,bottle,metal,compost,15.06,0.04655493482309125,47,0.020833333333333332,46.1,46.16738826815643
Biodegradable Foam,69,9,79,44,13.62,Home Decor,1.16,Medium,box,glass,recycle,27.06,0.06839945280437756,43.01,0.022722108611679163,42.599999999999994,42.691121561416054
Paper Pulp Mold,84,19,96,100,13.19,Cosmetics,2.44,High,pouch,paper,reuse,23.8,0.07047216349541931,43.09,0.0226808800181447,58.7,58.79315304351356
Palm Leaf Material,46,8,62,100,20.09,Home Decor,1.47,Low,bottle,glass,reuse,20.51,0.0474158368895211,23.47,0.040866366979975484,43.800000000000004,43.8882822038695
Coconut Coir,80,16,81,84,14.52,Fragile Goods,2.46,Low,can,plastic,reuse,12.89,0.06443298969072166,42.07,0.023218017181332713,52.2,52.28765100687206
Palm Leaf Material,88,22,61,44,23.82,Baby Products,0.9,High,box,glass,compost,16.77,0.040290088638195005,55.85,0.017590149516270887,40.800000000000004,40.85788023815447
Eco-Foam Starch,48,16,93,82,23.45,Industrial Parts,2.39,Medium,box,metal,recycle,10.56,0.0408997955010225,30.57,0.03167564143173899,44.60000000000001,44.67257543693277
Recycled PET Blend,75,18,94,94,23.84,Food,2.62,Low,can,plastic,compost,20.9,0.040257648953301126,39.74,0.024545900834560628,54.699999999999996,54.76480354978786
Cassava Biopolymer,79,29,95,65,8.69,Cosmetics,1.25,High,can,paper,recycle,24.23,0.10319917440660475,50.64,0.019364833462432222,47,47.12256400786904
Coconut Coir,82,21,82,75,7.79,Fragile Goods,2.26,Low,box,glass,reuse,16.38,0.11376564277588169,45.38,0.021561017680034496,49.7,49.83532666045592
PLA Bioplastic,43,10,50,85,6.29,Industrial Parts,1.09,High,can,metal,compost,20.03,0.13717421124828533,26.62,0.03620564808110065,36.9,37.073379859329386
Cassava Biopolymer,55,21,52,89,14.95,Healthcare,2.4,High,box,metal,recycle,24.96,0.06269592476489029,35.92,0.027085590465872156,38.400000000000006,38.48978151523077
Jute Fiber,51,24,30,57,28.66,Baby Products,0.27,Low,can,paper,compost,16.88,0.033715441672285906,42.47,0.02300437083045779,25.499999999999996,25.556719812502738
Areca Leaf Sheath,58,28,88,89,23.78,Cosmetics,2.12,Low,box,glass,recycle,22.79,0.04035512510088781,44.8,0.02183406113537118,44.4,44.46218918623626
Palm Leaf Material,62,18,75,78,32.22,Healthcare,0.67,High,bottle,metal,reuse,30.52,0.030102347983142687,36.71,0.026518164942985943,43.8,43.85662051292613
Hemp Fiber,84,24,96,80,29.13,Industrial Parts,2.65,Medium,bottle,plastic,compost,23.68,0.03318951211417192,46.95,0.020855057351407715,53.2,53.25404456946558
Paper Pulp Mold,87,14,87,91,33.52,Food,0.64,Medium,can,glass,reuse,14.84,0.028968713789107762,51.59,0.019015021867275148,57.5,57.54798373565638
Cassava Biopolymer,75,10,51,96,23.73,Toys,1.9,Low,pouch,paper,compost,19.87,0.040436716538617065,32.56,0.02979737783075089,48.900000000000006,48.970234094369374
Cornstarch Polymer,68,9,97,88,23.12,Healthcare,0.37,High,bottle,plastic,compost,23.62,0.04145936981757877,30.55,0.03169572107765452,54.699999999999996,54.77315509089523
Bamboo Fiber,90,23,89,81,29.32,Stationery,2.42,High,box,glass,recycle,22.5,0.032981530343007916,52.44,0.018712574850299403,54.1,54.15169410519331
Cornstarch Polymer,67,15,42,62,30.34,Stationery,1.72,High,pouch,metal,recycle,14.64,0.03190810465858328,37,0.02631578947368421,36.4,36.45822389413227
Mushroom Packaging,49,11,71,53,14.68,Clothing,0.14,Medium,box,paper,recycle,22.19,0.06377551020408163,35.36,0.027502750275027504,36.2,36.29127826047911
Biodegradable Foam,45,26,44,65,32.73,Stationery,1.99,Low,box,paper,reuse,18.94,0.029647198339756896,48.21,0.0203210729526519,27.499999999999996,27.549968271292403
Biodegradable Foam,66,22,62,78,20.3,Electronics,1.96,High,bottle,glass,reuse,17.72,0.046948356807511735,37.6,0.025906735751295335,41.2,41.27285509255881
Recycled Paper,81,4,58,84,13.87,Home Decor,2.38,Low,can,paper,compost,22.77,0.06724949562878278,29.94,0.03232062055591467,51.5,51.599570116184694
PLA Bioplastic,65,23,54,79,16.26,Baby Products,0.24,Medium,can,plastic,recycle,28.82,0.057937427578215524,37.33,0.026089225150013044,39.2,39.28402665272823
Bamboo Fiber,41,11,83,75,14.12,Industrial Parts,1.65,Low,box,glass,reuse,16.27,0.06613756613756615,31.91,0.03038590094196293,40.6,40.69652346707953
Cornstarch Polymer,67,10,92,93,20.52,Clothing,2.57,Low,bottle,plastic,compost,22.26,0.04646840148698885,36.93,0.026364355391510677,54.1,54.1728327568785
Areca Leaf Sheath,50,5,49,49,28.07,Beverages,2.21,Medium,box,paper,reuse,19.6,0.03439972480220158,33.97,0.028595939376608523,33.1,33.16299566417881
Wheat Straw Fiber,58,10,50,42,11.75,Healthcare,0.42,High,pouch,paper,compost,23.05,0.0784313725490196,42.22,0.02313743637204998,32.8,32.90156880892107
Coconut Coir,94,30,90,79,6.84,Food,0.11,Low,box,paper,recycle,20.54,0.12755102040816327,57.25,0.017167381974248927,53,53.14471840238241
Recycled Cardboard,40,5,76,50,28.84,Cosmetics,2.88,Low,bottle,plastic,compost,17.11,0.03351206434316354,37.75,0.025806451612903226,35.7,35.75931851595607
Wheat Straw Fiber,90,22,64,73,5.09,Home Decor,1.29,Medium,box,paper,compost,16.92,0.16420361247947454,48.17,0.02033760423022168,47.8,47.984541216709694
Wheat Straw Fiber,58,10,50,42,11.75,Healthcare,0.42,High,bottle,glass,recycle,22.31,0.0784313725490196,33.27,0.02918004085205719,32.8,32.90761141340107
Jute Fiber,94,12,89,99,30.35,Toys,0.63,High,can,metal,recycle,20.65,0.03189792663476874,39.97,0.0244081034903588,62.199999999999996,62.256306030125124
Paper Pulp Mold,60,20,79,94,28.15,Beverages,1.22,Low,bottle,glass,compost,23.11,0.03430531732418525,35.73,0.027225701061802342,46.599999999999994,46.66153101838598
Recycled Paper,40,25,92,64,23.02,Fragile Goods,2.11,Medium,pouch,metal,reuse,12.02,0.041631973355537054,38.23,0.025490695895997964,35.7,35.767122669251535
Algae Bioplastic,63,27,75,84,17.29,Fragile Goods,2.91,Medium,bottle,paper,recycle,25.46,0.05467468562055768,41.77,0.02338087444470423,42.6,42.67805556006526
Paper Pulp Mold,93,15,62,89,6.04,Clothing,0.86,High,pouch,glass,compost,27.08,0.14204545454545456,46.56,0.021026072329688814,53.599999999999994,53.76307152687514
